cust_code,customer_name,item_code,item_description,invoice_date,invoice_no,quantity,price,amount,cost,profit,margin,source_file
AXIELR,Axiel Foods - Retail Web,10000,"Other whole fish, Pls specify",2025-02-15,0941517,0.8,21.34,17.07,0.00,17.07,100.00,DSCI01062025.txt
AXIELR,Axiel Foods - Retail Web,10000,"Other whole fish, Pls specify",2025-02-15,0941517,0.1,13.76,1.38,0.00,1.38,100.00,DSCI01062025.txt
AXIELR,Axiel Foods - Retail Web,10000,"Other whole fish, Pls specify",2025-02-15,0941517,0.2,19.07,3.81,0.00,3.81,100.00,DSCI01062025.txt
AXIELR,Axiel Foods - Retail Web,10000,"Other whole fish, Pls specify",2025-02-22,0942271,0.2,20,4.00,0.00,4.00,100.00,DSCI01062025.txt
AXIELR,Axiel Foods - Retail Web,10000,"Other whole fish, Pls specify",2025-03-22,0945783,2,0.93,1.86,0.00,1.86,100.00,DSCI01062025.txt
AXIELR,Axiel Foods - Retail Web,10000,"Other whole fish, Pls specify",2025-03-22,0945783,2,1.18,2.37,0.00,2.37,100.00,DSCI01062025.txt
AXIELR,Axiel Foods - Retail Web,10000,"Other whole fish, Pls specify",2025-03-22,0945783,1.5,13.02,19.53,0.00,19.53,100.00,DSCI01062025.txt
AXIELR,Axiel Foods - Retail Web,10000,"Other whole fish, Pls specify",2025-03-22,0945783,0.7,13.95,9.77,0.00,9.77,100.00,DSCI01062025.txt
AXIELR,Axiel Foods - Retail Web,10000,"Other whole fish, Pls specify",2025-03-22,0945783,2.7,15.81,42.69,0.00,42.69,100.00,DSCI01062025.txt
AXIELR,Axiel Foods - Retail Web,10000,"Other whole fish, Pls specify",2025-03-22,0945783,0.9,19.53,17.58,0.00,17.58,100.00,DSCI01062025.txt
AXIELR,Axiel Foods - Retail Web,10000,"Other whole fish, Pls specify",2025-03-22,0945783,1.1,20,21.99,0.00,21.99,100.00,DSCI01062025.txt
AXIELR,Axiel Foods - Retail Web,10000,"Other whole fish, Pls specify",2025-03-22,0945783,0.5,13.72,6.86,0.00,6.86,100.00,DSCI01062025.txt
AXIELR,Axiel Foods - Retail Web,10000,"Other whole fish, Pls specify",2025-05-17,0953712,11.3,16.05,181.39,0.00,181.39,100.00,DSCI01062025.txt
CANOE,1109466 Ontario Ltd. O/A Canoe,10000,"Other whole fish, Pls specify",2025-02-11,0940727,4.8,5.95,28.56,0.00,28.56,100.00,DSCI01062025.txt
LESLLI,Leslie Li,10000,"Other whole fish, Pls specify",2025-01-16,0937550,10,7.95,79.50,0.00,79.50,100.00,DSCI01062025.txt
LISBHO,Lisbon Hotel (Harris Square) Inc,10000,"Other whole fish, Pls specify",2025-04-17,0949135,5,0,0.00,0.00,0.00,0.00,DSCI01062025.txt
STAFF,Staff,10000,"Other whole fish, Pls specify",2025-01-24,0938485,10,0,0.00,0.00,0.00,0.00,DSCI01062025.txt
ABRIEL,Abrielle,10008,"EA -discounts, delivery fees",2025-04-21,0949629,1,30,30.00,0.00,30.00,100.00,DSCI01062025.txt
ACEHOT,The Ace Hotel,10008,"EA -discounts, delivery fees",2025-05-26,0954781,1,35,35.00,0.00,35.00,100.00,DSCI01062025.txt
AIS3BA,Aisle 3 Bar,10008,"EA -discounts, delivery fees",2025-01-29,0939041,1,20,20.00,0.19,19.81,99.03,DSCI01062025.txt
AIS3BA,Aisle 3 Bar,10008,"EA -discounts, delivery fees",2025-02-18,0941530,1,20,20.00,0.19,19.81,99.03,DSCI01062025.txt
ALO-D,Alo Bar Downtown,10008,"EA -discounts, delivery fees",2025-03-19,0945284,1,30,30.00,0.62,29.38,97.92,DSCI01062025.txt
ALO-D,Alo Bar Downtown,10008,"EA -discounts, delivery fees",2025-05-08,0952251,1,35,35.00,0.00,35.00,100.00,DSCI01062025.txt
ALOCAT,Alo Catering,10008,"EA -discounts, delivery fees",2025-04-29,0950796,1,20,20.00,0.00,20.00,100.00,DSCI01062025.txt
ALOETT,Aloette Restaurant - Spadina,10008,"EA -discounts, delivery fees",2025-04-14,0948795,1,30,30.00,0.00,30.00,100.00,DSCI01062025.txt
ALOETT,Aloette Restaurant - Spadina,10008,"EA -discounts, delivery fees",2025-06-30,0960428,1,35,35.00,1.05,33.95,96.99,DSCI01062025.txt
ALORES,Alo Restaurant - Spadina,10008,"EA -discounts, delivery fees",2025-05-03,0951520,1,20,20.00,0.00,20.00,100.00,DSCI01062025.txt
ALORES,Alo Restaurant - Spadina,10008,"EA -discounts, delivery fees",2025-05-31,0955739,1,30,30.00,0.25,29.75,99.16,DSCI01062025.txt
ANST,Animl Steakhouse,10008,"EA -discounts, delivery fees",2025-01-09,0936655,1,20,20.00,0.19,19.81,99.03,DSCI01062025.txt
ANST,Animl Steakhouse,10008,"EA -discounts, delivery fees",2025-01-11,0936930,1,20,20.00,0.19,19.81,99.03,DSCI01062025.txt
ARCHID,Archi Disegno Inc,10008,"EA -discounts, delivery fees",2025-03-13,0944439,1,20,20.00,0.28,19.72,98.60,DSCI01062025.txt
ARCHID,Archi Disegno Inc,10008,"EA -discounts, delivery fees",2025-06-28,0960234,1,20,20.00,1.05,18.95,94.73,DSCI01062025.txt
ARITZI,Aritzia DC03,10008,"EA -discounts, delivery fees",2025-01-10,0936811,1,20,20.00,0.19,19.81,99.03,DSCI01062025.txt
ARITZI,Aritzia DC03,10008,"EA -discounts, delivery fees",2025-01-27,0938851,1,65,65.00,0.19,64.81,99.70,DSCI01062025.txt
ARITZI,Aritzia DC03,10008,"EA -discounts, delivery fees",2025-02-28,0942971,1,20,20.00,0.19,19.81,99.03,DSCI01062025.txt
ARVO,Arvo Coffee & Wine Bar,10008,"EA -discounts, delivery fees",2025-01-17,0937648,1,20,20.00,0.19,19.81,99.03,DSCI01062025.txt
ASC-EN,Ascari Enoteca - Queen,10008,"EA -discounts, delivery fees",2025-05-06,0951748,1,20,20.00,0.00,20.00,100.00,DSCI01062025.txt
AXIEL,Axiel Foods - MCEWAN GROUP,10008,"EA -discounts, delivery fees",2025-01-16,0937526,1,0,0.00,0.19,-0.19,0.00,DSCI01062025.txt
AXIEL,Axiel Foods - MCEWAN GROUP,10008,"EA -discounts, delivery fees",2025-01-18,0937776,1,0,0.00,0.19,-0.19,0.00,DSCI01062025.txt
AXIEL,Axiel Foods - MCEWAN GROUP,10008,"EA -discounts, delivery fees",2025-01-29,0939120,1,0,0.00,0.19,-0.19,0.00,DSCI01062025.txt
AXIEL,Axiel Foods - MCEWAN GROUP,10008,"EA -discounts, delivery fees",2025-01-29,0939120,1,0,0.00,0.19,-0.19,0.00,DSCI01062025.txt
AXIEL,Axiel Foods - MCEWAN GROUP,10008,"EA -discounts, delivery fees",2025-01-31,0979610,-1,7606.55,-7606.55,-2.31,-7604.24,99.97,DSCI01062025.txt
AXIEL,Axiel Foods - MCEWAN GROUP,10008,"EA -discounts, delivery fees",2025-02-14,0941316,11,0,0.00,2.13,-2.13,0.00,DSCI01062025.txt
AXIEL,Axiel Foods - MCEWAN GROUP,10008,"EA -discounts, delivery fees",2025-02-19,0941781,1,0,0.00,0.19,-0.19,0.00,DSCI01062025.txt
AXIEL,Axiel Foods - MCEWAN GROUP,10008,"EA -discounts, delivery fees",2025-02-28,0979616,-1,8295.22,-8295.22,-2.31,-8292.91,99.97,DSCI01062025.txt
AXIEL,Axiel Foods - MCEWAN GROUP,10008,"EA -discounts, delivery fees",2025-03-01,0943159,1,0,0.00,0.28,-0.28,0.00,DSCI01062025.txt
AXIEL,Axiel Foods - MCEWAN GROUP,10008,"EA -discounts, delivery fees",2025-03-11,0944270,1,0,0.00,0.28,-0.28,0.00,DSCI01062025.txt
AXIEL,Axiel Foods - MCEWAN GROUP,10008,"EA -discounts, delivery fees",2025-03-22,0945724,1,2,2.00,0.62,1.38,68.80,DSCI01062025.txt
AXIEL,Axiel Foods - MCEWAN GROUP,10008,"EA -discounts, delivery fees",2025-03-24,0945896,1,15,15.00,0.62,14.38,95.84,DSCI01062025.txt
AXIEL,Axiel Foods - MCEWAN GROUP,10008,"EA -discounts, delivery fees",2025-03-25,0945992,1,0,0.00,0.62,-0.62,0.00,DSCI01062025.txt
AXIEL,Axiel Foods - MCEWAN GROUP,10008,"EA -discounts, delivery fees",2025-03-31,0946843,5,0,0.00,3.12,-3.12,0.00,DSCI01062025.txt
AXIEL,Axiel Foods - MCEWAN GROUP,10008,"EA -discounts, delivery fees",2025-03-31,0979617,-1,7312.5,-7312.50,-2.31,-7310.19,99.97,DSCI01062025.txt
AXIEL,Axiel Foods - MCEWAN GROUP,10008,"EA -discounts, delivery fees",2025-04-05,0947582,4,0,0.00,2.50,-2.50,0.00,DSCI01062025.txt
AXIEL,Axiel Foods - MCEWAN GROUP,10008,"EA -discounts, delivery fees",2025-04-17,0949308,1,0,0.00,0.00,0.00,0.00,DSCI01062025.txt
AXIEL,Axiel Foods - MCEWAN GROUP,10008,"EA -discounts, delivery fees",2025-04-21,0949597,1,0,0.00,0.00,0.00,0.00,DSCI01062025.txt
AXIEL,Axiel Foods - MCEWAN GROUP,10008,"EA -discounts, delivery fees",2025-04-23,0949915,1,0,0.00,0.00,0.00,0.00,DSCI01062025.txt
AXIEL,Axiel Foods - MCEWAN GROUP,10008,"EA -discounts, delivery fees",2025-04-30,0979618,-1,9833.06,-9833.06,-2.31,-9830.75,99.98,DSCI01062025.txt
AXIEL,Axiel Foods - MCEWAN GROUP,10008,"EA -discounts, delivery fees",2025-05-06,0951816,20,28.95,579.00,0.00,579.00,100.00,DSCI01062025.txt
AXIEL,Axiel Foods - MCEWAN GROUP,10008,"EA -discounts, delivery fees",2025-05-10,0952661,1,0,0.00,0.00,0.00,0.00,DSCI01062025.txt
AXIEL,Axiel Foods - MCEWAN GROUP,10008,"EA -discounts, delivery fees",2025-05-15,0953329,1,0,0.00,0.00,0.00,0.00,DSCI01062025.txt
AXIEL,Axiel Foods - MCEWAN GROUP,10008,"EA -discounts, delivery fees",2025-05-15,0953329,12,0,0.00,0.00,0.00,0.00,DSCI01062025.txt
AXIEL,Axiel Foods - MCEWAN GROUP,10008,"EA -discounts, delivery fees",2025-05-15,0953329,12,0,0.00,0.00,0.00,0.00,DSCI01062025.txt
AXIEL,Axiel Foods - MCEWAN GROUP,10008,"EA -discounts, delivery fees",2025-05-15,0953329,12,0,0.00,0.00,0.00,0.00,DSCI01062025.txt
AXIEL,Axiel Foods - MCEWAN GROUP,10008,"EA -discounts, delivery fees",2025-05-22,0954280,1,0,0.00,0.00,0.00,0.00,DSCI01062025.txt
AXIEL,Axiel Foods - MCEWAN GROUP,10008,"EA -discounts, delivery fees",2025-05-23,0954401,1,0,0.00,0.00,0.00,0.00,DSCI01062025.txt
AXIEL,Axiel Foods - MCEWAN GROUP,10008,"EA -discounts, delivery fees",2025-05-31,0979619,-1,8934.5,-8934.50,-2.31,-8932.19,99.97,DSCI01062025.txt
AXIEL,Axiel Foods - MCEWAN GROUP,10008,"EA -discounts, delivery fees",2025-06-16,0958178,1,0,0.00,0.25,-0.25,0.00,DSCI01062025.txt
AXIEL,Axiel Foods - MCEWAN GROUP,10008,"EA -discounts, delivery fees",2025-06-19,0958751,4,0,0.00,3.89,-3.89,0.00,DSCI01062025.txt
AXIEL,Axiel Foods - MCEWAN GROUP,10008,"EA -discounts, delivery fees",2025-06-30,0979630,-1,8903.47,-8903.47,-2.31,-8901.16,99.97,DSCI01062025.txt
AXIELR,Axiel Foods - Retail Web,10008,"EA -discounts, delivery fees",2025-01-04,0936230,10,0.93,9.30,1.94,7.36,79.15,DSCI01062025.txt
AXIELR,Axiel Foods - Retail Web,10008,"EA -discounts, delivery fees",2025-01-04,0936230,2,1.18,2.37,0.39,1.98,83.64,DSCI01062025.txt
AXIELR,Axiel Foods - Retail Web,10008,"EA -discounts, delivery fees",2025-01-04,0936230,1,203.24,203.24,0.19,203.05,99.90,DSCI01062025.txt
AXIELR,Axiel Foods - Retail Web,10008,"EA -discounts, delivery fees",2025-01-11,0937011,1,221.2,221.20,0.19,221.01,99.91,DSCI01062025.txt
AXIELR,Axiel Foods - Retail Web,10008,"EA -discounts, delivery fees",2025-01-18,0937844,1,185.73,185.73,0.19,185.54,99.90,DSCI01062025.txt
AXIELR,Axiel Foods - Retail Web,10008,"EA -discounts, delivery fees",2025-01-25,0938737,1,-508.77,-508.77,0.19,-508.96,100.04,DSCI01062025.txt
AXIELR,Axiel Foods - Retail Web,10008,"EA -discounts, delivery fees",2025-01-31,0979637,-1,10027.46,-10027.46,-2.31,-10025.15,99.98,DSCI01062025.txt
AXIELR,Axiel Foods - Retail Web,10008,"EA -discounts, delivery fees",2025-02-01,0939665,1,-573.56,-573.56,0.19,-573.75,100.03,DSCI01062025.txt
AXIELR,Axiel Foods - Retail Web,10008,"EA -discounts, delivery fees",2025-02-08,0940567,1,-564.22,-564.22,0.19,-564.41,100.03,DSCI01062025.txt
AXIELR,Axiel Foods - Retail Web,10008,"EA -discounts, delivery fees",2025-02-15,0941517,1,-519.42,-519.42,0.19,-519.61,100.04,DSCI01062025.txt
AXIELR,Axiel Foods - Retail Web,10008,"EA -discounts, delivery fees",2025-02-22,0942271,1,-530.13,-530.13,0.19,-530.32,100.04,DSCI01062025.txt
AXIELR,Axiel Foods - Retail Web,10008,"EA -discounts, delivery fees",2025-02-28,0979638,-1,7911.28,-7911.28,-2.31,-7908.97,99.97,DSCI01062025.txt
AXIELR,Axiel Foods - Retail Web,10008,"EA -discounts, delivery fees",2025-03-01,0943161,1,-185.22,-185.22,0.28,-185.50,100.15,DSCI01062025.txt
AXIELR,Axiel Foods - Retail Web,10008,"EA -discounts, delivery fees",2025-03-08,0944032,1,-245.8,-245.80,0.28,-246.08,100.11,DSCI01062025.txt
AXIELR,Axiel Foods - Retail Web,10008,"EA -discounts, delivery fees",2025-03-15,0944878,1,-116.05,-116.05,0.62,-116.67,100.54,DSCI01062025.txt
AXIELR,Axiel Foods - Retail Web,10008,"EA -discounts, delivery fees",2025-03-22,0945783,1,-1300.06,-1300.06,0.62,-1300.68,100.05,DSCI01062025.txt
AXIELR,Axiel Foods - Retail Web,10008,"EA -discounts, delivery fees",2025-03-29,0946759,1,-1369.07,-1369.07,0.62,-1369.69,100.05,DSCI01062025.txt
AXIELR,Axiel Foods - Retail Web,10008,"EA -discounts, delivery fees",2025-03-31,0979639,-1,10213.26,-10213.26,-2.31,-10210.95,99.98,DSCI01062025.txt
AXIELR,Axiel Foods - Retail Web,10008,"EA -discounts, delivery fees",2025-04-05,0947670,1,-569.27,-569.27,0.62,-569.89,100.11,DSCI01062025.txt
AXIELR,Axiel Foods - Retail Web,10008,"EA -discounts, delivery fees",2025-04-12,0948655,1,111.6,111.60,0.00,111.60,100.00,DSCI01062025.txt
AXIELR,Axiel Foods - Retail Web,10008,"EA -discounts, delivery fees",2025-04-12,0948655,1,-525.58,-525.58,0.00,-525.58,100.00,DSCI01062025.txt
AXIELR,Axiel Foods - Retail Web,10008,"EA -discounts, delivery fees",2025-04-19,0949542,1,-388.19,-388.19,0.00,-388.19,100.00,DSCI01062025.txt
AXIELR,Axiel Foods - Retail Web,10008,"EA -discounts, delivery fees",2025-04-26,0950503,1,-19.98,-19.98,0.00,-19.98,100.00,DSCI01062025.txt
AXIELR,Axiel Foods - Retail Web,10008,"EA -discounts, delivery fees",2025-04-30,0979640,-1,7328.39,-7328.39,-2.31,-7326.08,99.97,DSCI01062025.txt
AXIELR,Axiel Foods - Retail Web,10008,"EA -discounts, delivery fees",2025-05-03,0951521,1,-1040.57,-1040.57,0.00,-1040.57,100.00,DSCI01062025.txt
AXIELR,Axiel Foods - Retail Web,10008,"EA -discounts, delivery fees",2025-05-10,0952662,2,1.4,2.79,0.00,2.79,100.00,DSCI01062025.txt
AXIELR,Axiel Foods - Retail Web,10008,"EA -discounts, delivery fees",2025-05-10,0952662,1,-886.5,-886.50,0.00,-886.50,100.00,DSCI01062025.txt
AXIELR,Axiel Foods - Retail Web,10008,"EA -discounts, delivery fees",2025-05-17,0953712,1,-1005.68,-1005.68,0.00,-1005.68,100.00,DSCI01062025.txt
AXIELR,Axiel Foods - Retail Web,10008,"EA -discounts, delivery fees",2025-05-24,0954652,1,-686.59,-686.59,0.00,-686.59,100.00,DSCI01062025.txt
AXIELR,Axiel Foods - Retail Web,10008,"EA -discounts, delivery fees",2025-05-31,0979641,-1,11252.09,-11252.09,-2.31,-11249.78,99.98,DSCI01062025.txt
AXIELR,Axiel Foods - Retail Web,10008,"EA -discounts, delivery fees",2025-06-07,0956876,1,-1621.32,-1621.32,0.25,-1621.57,100.02,DSCI01062025.txt
AXIELR,Axiel Foods - Retail Web,10008,"EA -discounts, delivery fees",2025-06-14,0958048,1,-1015.83,-1015.83,0.25,-1016.08,100.02,DSCI01062025.txt
AXIELR,Axiel Foods - Retail Web,10008,"EA -discounts, delivery fees",2025-06-21,0959203,1,-1053.67,-1053.67,0.97,-1054.64,100.09,DSCI01062025.txt
AXIELR,Axiel Foods - Retail Web,10008,"EA -discounts, delivery fees",2025-06-28,0960289,1,-572.12,-572.12,1.05,-573.17,100.18,DSCI01062025.txt
AXIELR,Axiel Foods - Retail Web,10008,"EA -discounts, delivery fees",2025-06-30,0979642,-1,8601.09,-8601.09,-2.31,-8598.78,99.97,DSCI01062025.txt
AXIELS,Axiel Foods - VAAD,10008,"EA -discounts, delivery fees",2025-01-31,0979649,-1,2485.83,-2485.83,-2.31,-2483.52,99.91,DSCI01062025.txt
AXIELS,Axiel Foods - VAAD,10008,"EA -discounts, delivery fees",2025-02-28,0979650,-1,1337.41,-1337.41,-2.31,-1335.10,99.83,DSCI01062025.txt
AXIELS,Axiel Foods - VAAD,10008,"EA -discounts, delivery fees",2025-03-31,0979651,-1,1693.65,-1693.65,-2.31,-1691.34,99.86,DSCI01062025.txt
AXIELS,Axiel Foods - VAAD,10008,"EA -discounts, delivery fees",2025-04-30,0979652,-1,2074.36,-2074.36,-2.31,-2072.05,99.89,DSCI01062025.txt
AXIELS,Axiel Foods - VAAD,10008,"EA -discounts, delivery fees",2025-05-31,0979653,-1,2622.09,-2622.09,-2.31,-2619.78,99.91,DSCI01062025.txt
AXIELS,Axiel Foods - VAAD,10008,"EA -discounts, delivery fees",2025-06-30,0979654,-1,2354.3,-2354.30,-2.31,-2351.99,99.90,DSCI01062025.txt
BANBRE,Bandit Brewery,10008,"EA -discounts, delivery fees",2025-03-05,0943469,1,20,20.00,0.28,19.72,98.60,DSCI01062025.txt
BARBOW,Bar Bowie,10008,"EA -discounts, delivery fees",2025-03-29,0946630,1,20,20.00,0.62,19.38,96.88,DSCI01062025.txt
BARCHI,Bar Chica - D1,10008,"EA -discounts, delivery fees",2025-03-12,0944316,1,20,20.00,0.28,19.72,98.60,DSCI01062025.txt
BARRAV,Bar Raval,10008,"EA -discounts, delivery fees",2025-01-11,0936899,1,20,20.00,0.19,19.81,99.03,DSCI01062025.txt
BARRAV,Bar Raval,10008,"EA -discounts, delivery fees",2025-05-07,0951955,1,20,20.00,0.00,20.00,100.00,DSCI01062025.txt
BARROM,Bar Roma,10008,"EA -discounts, delivery fees",2025-04-19,0949540,1,30,30.00,0.00,30.00,100.00,DSCI01062025.txt
BEASTR,Beast Pizza,10008,"EA -discounts, delivery fees",2025-04-04,0947523,1,30,30.00,0.00,30.00,100.00,DSCI01062025.txt
BIFF,Oliver & Bonacini 33 Yonge Ltd. O/A Biff,10008,"EA -discounts, delivery fees",2025-03-26,0946221,1,20,20.00,0.62,19.38,96.88,DSCI01062025.txt
BRAGAS,Bramble Gastropub,10008,"EA -discounts, delivery fees",2025-01-11,0936925,1,20,20.00,0.19,19.81,99.03,DSCI01062025.txt
BROHOT,The Broadview Hotel,10008,"EA -discounts, delivery fees",2025-01-28,0939008,1,20,20.00,0.19,19.81,99.03,DSCI01062025.txt
BUCA-C,2817341 Ontario Inc o/a Cucina Buca,10008,"EA -discounts, delivery fees",2025-01-25,0938648,1,20,20.00,0.19,19.81,99.03,DSCI01062025.txt
BUCA-C,2817341 Ontario Inc o/a Cucina Buca,10008,"EA -discounts, delivery fees",2025-06-03,0956073,1,35,35.00,0.25,34.75,99.28,DSCI01062025.txt
BYMARK,Bymark 20004995 Ont. Ltd,10008,"EA -discounts, delivery fees",2025-04-22,0949800,1,20,20.00,0.00,20.00,100.00,DSCI01062025.txt
CAC-SG,Cactus Club Cafe-Sherway Gardens,10008,"EA -discounts, delivery fees",2025-02-14,0941355,1,70,70.00,0.19,69.81,99.72,DSCI01062025.txt
CAFNER,Cafe Nervosa/ Trattoria Nervosa,10008,"EA -discounts, delivery fees",2025-05-16,0953550,1,30,30.00,0.00,30.00,100.00,DSCI01062025.txt
CAFREN,Cafe Renee - D1,10008,"EA -discounts, delivery fees",2025-04-10,0948160,1,20,20.00,0.00,20.00,100.00,DSCI01062025.txt
CAFREN,Cafe Renee - D1,10008,"EA -discounts, delivery fees",2025-06-14,0957867,1,20,20.00,0.25,19.75,98.73,DSCI01062025.txt
CAKI,Cassius on King,10008,"EA -discounts, delivery fees",2025-06-02,0955839,13,2,26.00,3.29,22.71,87.34,DSCI01062025.txt
CAKI,Cassius on King,10008,"EA -discounts, delivery fees",2025-06-02,0955839,4,3,12.00,1.01,10.99,91.56,DSCI01062025.txt
CAKI,Cassius on King,10008,"EA -discounts, delivery fees",2025-06-17,0958369,1,10,10.00,0.97,9.03,90.26,DSCI01062025.txt
CAKI,Cassius on King,10008,"EA -discounts, delivery fees",2025-06-18,0958567,1,20,20.00,0.97,19.03,95.13,DSCI01062025.txt
CANOE,1109466 Ontario Ltd. O/A Canoe,10008,"EA -discounts, delivery fees",2025-01-09,0936633,10,14,140.00,1.94,138.06,98.61,DSCI01062025.txt
CANOE,1109466 Ontario Ltd. O/A Canoe,10008,"EA -discounts, delivery fees",2025-05-13,0952907,4,13,52.00,0.00,52.00,100.00,DSCI01062025.txt
CARBAR,Carbon Bar,10008,"EA -discounts, delivery fees",2025-05-26,0954779,1,35,35.00,0.00,35.00,100.00,DSCI01062025.txt
CARBAR,Carbon Bar,10008,"EA -discounts, delivery fees",2025-06-12,0957653,1,25,25.00,0.25,24.75,98.99,DSCI01062025.txt
CHASER,The Chase,10008,"EA -discounts, delivery fees",2025-04-08,0947961,1,30,30.00,0.00,30.00,100.00,DSCI01062025.txt
CHLEPA,Chateau Le Parc Event Centre-E,10008,"EA -discounts, delivery fees",2025-06-17,0958315,1,75,75.00,0.97,74.03,98.70,DSCI01062025.txt
CIABEL,Ciao Bella -W,10008,"EA -discounts, delivery fees",2025-01-07,0936371,1,30,30.00,0.19,29.81,99.35,DSCI01062025.txt
CLARES,CLAY Restaurant,10008,"EA -discounts, delivery fees",2025-05-01,0951000,1,20,20.00,0.00,20.00,100.00,DSCI01062025.txt
CNTOWE,CN Tower,10008,"EA -discounts, delivery fees",2025-02-01,0939663,1,45,45.00,0.19,44.81,99.57,DSCI01062025.txt
COAHOU,Coach House Pub,10008,"EA -discounts, delivery fees",2025-02-13,0941067,1,10,10.00,0.19,9.81,98.06,DSCI01062025.txt
CONTRA,Contrada,10008,"EA -discounts, delivery fees",2025-03-12,0944306,1,20,20.00,0.28,19.72,98.60,DSCI01062025.txt
CONTRA,Contrada,10008,"EA -discounts, delivery fees",2025-04-10,0948178,1,20,20.00,0.00,20.00,100.00,DSCI01062025.txt
CULACH,Culinary Achievers (2695886 Ontario Inc),10008,"EA -discounts, delivery fees",2025-03-24,0945836,1,20,20.00,0.62,19.38,96.88,DSCI01062025.txt
CURFIS,Curryish,10008,"EA -discounts, delivery fees",2025-03-29,0946747,2,0,0.00,1.25,-1.25,0.00,DSCI01062025.txt
DAILO,Dailo,10008,"EA -discounts, delivery fees",2025-05-31,0955692,1,25,25.00,0.25,24.75,98.99,DSCI01062025.txt
DAILO,Dailo,10008,"EA -discounts, delivery fees",2025-06-13,0957862,1,45,45.00,0.25,44.75,99.44,DSCI01062025.txt
DANICO,DaNico Restaurant,10008,"EA -discounts, delivery fees",2025-06-30,0960420,1,30,30.00,1.05,28.95,96.49,DSCI01062025.txt
DANPIZ,Danny's Pizza-D1,10008,"EA -discounts, delivery fees",2025-02-07,0940275,1,20,20.00,0.19,19.81,99.03,DSCI01062025.txt
DAPHNE,Daphne,10008,"EA -discounts, delivery fees",2025-04-17,0949516,1,20,20.00,0.00,20.00,100.00,DSCI01062025.txt
DAPHNE,Daphne,10008,"EA -discounts, delivery fees",2025-04-26,0950502,1,35,35.00,0.00,35.00,100.00,DSCI01062025.txt
DAYRES,Daymi Restaurant,10008,"EA -discounts, delivery fees",2025-02-11,0940685,1,20,20.00,0.19,19.81,99.03,DSCI01062025.txt
DAYRES,Daymi Restaurant,10008,"EA -discounts, delivery fees",2025-04-03,0947324,1,20,20.00,0.62,19.38,96.88,DSCI01062025.txt
DAYRES,Daymi Restaurant,10008,"EA -discounts, delivery fees",2025-04-30,0950844,1,20,20.00,0.00,20.00,100.00,DSCI01062025.txt
DONNAS,Donna's,10008,"EA -discounts, delivery fees",2025-05-08,0952250,1,35,35.00,0.00,35.00,100.00,DSCI01062025.txt
DREYFU,Dreyfus,10008,"EA -discounts, delivery fees",2025-06-09,0957002,1,20,20.00,0.25,19.75,98.73,DSCI01062025.txt
EATCAT,Eatertainment Catering Toronto,10008,"EA -discounts, delivery fees",2025-03-01,0943084,1,145,145.00,0.28,144.72,99.81,DSCI01062025.txt
ELOMIL,Elora Mill Hotel & Spa,10008,"EA -discounts, delivery fees",2025-01-15,0937280,1,35,35.00,0.19,34.81,99.45,DSCI01062025.txt
FAPARI,Fairmont Pacific Rim,10008,"EA -discounts, delivery fees",2025-01-14,0937241,1,52,52.00,0.19,51.81,99.63,DSCI01062025.txt
GLADST,The Gladstone House Ltd.,10008,"EA -discounts, delivery fees",2025-06-27,0960022,1,20,20.00,1.05,18.95,94.73,DSCI01062025.txt
