cust_code,customer_name,item_code,item_description,invoice_date,invoice_no,quantity,price,amount,cost,profit,margin,source_file
12TAB,12 Tables,10340,Clam - BC Manila,2025-02-07,0940362,5,8.95,44.75,31.63,13.12,29.31,DSCI01062025.txt
12TAB,12 Tables,10340,Clam - BC Manila,2025-02-18,0941623,5,8.95,44.75,33.04,11.71,26.17,DSCI01062025.txt
12TAB,12 Tables,10340,Clam - BC Manila,2025-04-28,0950545,5,8.95,44.75,28.46,16.29,36.41,DSCI01062025.txt
7ENOTE,7 Enoteca,10340,Clam - BC Manila,2025-01-04,0936132,5,7.95,39.75,31.17,8.58,21.58,DSCI01062025.txt
7ENOTE,7 Enoteca,10340,Clam - BC Manila,2025-01-10,0936728,5,8.5,42.50,31.03,11.47,26.98,DSCI01062025.txt
7ENOTE,7 Enoteca,10340,Clam - BC Manila,2025-01-11,0936935,5,8.5,42.50,31.03,11.47,26.98,DSCI01062025.txt
7ENOTE,7 Enoteca,10340,Clam - BC Manila,2025-01-14,0937220,5,8.5,42.50,31.03,11.47,26.98,DSCI01062025.txt
7ENOTE,7 Enoteca,10340,Clam - BC Manila,2025-01-16,0937453,5,9.5,47.50,40.73,6.77,14.26,DSCI01062025.txt
7ENOTE,7 Enoteca,10340,Clam - BC Manila,2025-01-21,0937990,5,9.5,47.50,37.26,10.24,21.55,DSCI01062025.txt
7ENOTE,7 Enoteca,10340,Clam - BC Manila,2025-01-24,0938544,10,9.5,95.00,67.86,27.14,28.57,DSCI01062025.txt
7ENOTE,7 Enoteca,10340,Clam - BC Manila,2025-01-28,0938857,5,9.5,47.50,33.93,13.57,28.57,DSCI01062025.txt
7ENOTE,7 Enoteca,10340,Clam - BC Manila,2025-01-31,0939431,5,9.5,47.50,33.18,14.32,30.14,DSCI01062025.txt
7ENOTE,7 Enoteca,10340,Clam - BC Manila,2025-02-01,0939624,5,9.5,47.50,33.18,14.32,30.14,DSCI01062025.txt
7ENOTE,7 Enoteca,10340,Clam - BC Manila,2025-02-04,0939824,5,9.5,47.50,33.18,14.32,30.14,DSCI01062025.txt
7ENOTE,7 Enoteca,10340,Clam - BC Manila,2025-02-06,0940194,5,9.5,47.50,29.48,18.02,37.94,DSCI01062025.txt
7ENOTE,7 Enoteca,10340,Clam - BC Manila,2025-02-07,0940274,5,9.5,47.50,31.63,15.87,33.40,DSCI01062025.txt
7ENOTE,7 Enoteca,10340,Clam - BC Manila,2025-02-11,0940721,5,9.5,47.50,32.24,15.26,32.12,DSCI01062025.txt
7ENOTE,7 Enoteca,10340,Clam - BC Manila,2025-02-14,0941297,5,9.5,47.50,32.59,14.91,31.40,DSCI01062025.txt
7ENOTE,7 Enoteca,10340,Clam - BC Manila,2025-02-15,0941490,5,9.5,47.50,32.59,14.91,31.40,DSCI01062025.txt
7ENOTE,7 Enoteca,10340,Clam - BC Manila,2025-02-18,0941575,5,9.5,47.50,33.04,14.46,30.45,DSCI01062025.txt
7ENOTE,7 Enoteca,10340,Clam - BC Manila,2025-02-19,0941749,5,9.5,47.50,33.04,14.46,30.45,DSCI01062025.txt
7ENOTE,7 Enoteca,10340,Clam - BC Manila,2025-02-22,0942232,5,9.5,47.50,36.03,11.47,24.14,DSCI01062025.txt
7ENOTE,7 Enoteca,10340,Clam - BC Manila,2025-02-25,0942470,5,9.5,47.50,36.03,11.47,24.14,DSCI01062025.txt
7ENOTE,7 Enoteca,10340,Clam - BC Manila,2025-03-01,0943089,10,9.5,95.00,71.66,23.34,24.57,DSCI01062025.txt
7ENOTE,7 Enoteca,10340,Clam - BC Manila,2025-03-04,0943332,5,9.5,47.50,35.83,11.67,24.57,DSCI01062025.txt
7ENOTE,7 Enoteca,10340,Clam - BC Manila,2025-03-05,0943482,10,9.5,95.00,71.66,23.34,24.57,DSCI01062025.txt
7ENOTE,7 Enoteca,10340,Clam - BC Manila,2025-03-08,0943948,10,9.5,95.00,69.46,25.54,26.88,DSCI01062025.txt
7ENOTE,7 Enoteca,10340,Clam - BC Manila,2025-03-11,0944198,5,9.5,47.50,34.73,12.77,26.88,DSCI01062025.txt
7ENOTE,7 Enoteca,10340,Clam - BC Manila,2025-03-13,0944471,5,9.5,47.50,34.10,13.40,28.22,DSCI01062025.txt
7ENOTE,7 Enoteca,10340,Clam - BC Manila,2025-03-18,0945051,5,9.5,47.50,34.13,13.37,28.14,DSCI01062025.txt
7ENOTE,7 Enoteca,10340,Clam - BC Manila,2025-03-20,0945286,5,9.5,47.50,33.58,13.92,29.31,DSCI01062025.txt
7ENOTE,7 Enoteca,10340,Clam - BC Manila,2025-03-22,0945702,5,9.5,47.50,33.58,13.92,29.31,DSCI01062025.txt
7ENOTE,7 Enoteca,10340,Clam - BC Manila,2025-03-25,0945983,6.8,9.5,64.60,45.67,18.93,29.31,DSCI01062025.txt
7ENOTE,7 Enoteca,10340,Clam - BC Manila,2025-03-27,0946297,5,9.5,47.50,33.38,14.12,29.72,DSCI01062025.txt
7ENOTE,7 Enoteca,10340,Clam - BC Manila,2025-04-01,0946972,5,8.95,44.75,33.42,11.33,25.32,DSCI01062025.txt
7ENOTE,7 Enoteca,10340,Clam - BC Manila,2025-04-04,0947449,5,8.95,44.75,33.26,11.49,25.67,DSCI01062025.txt
7ENOTE,7 Enoteca,10340,Clam - BC Manila,2025-04-05,0947624,10,8.95,89.50,66.43,23.07,25.77,DSCI01062025.txt
7ENOTE,7 Enoteca,10340,Clam - BC Manila,2025-04-08,0947821,5,8.95,44.75,33.22,11.53,25.77,DSCI01062025.txt
7ENOTE,7 Enoteca,10340,Clam - BC Manila,2025-04-12,0948532,5,8.95,44.75,25.52,19.23,42.97,DSCI01062025.txt
7ENOTE,7 Enoteca,10340,Clam - BC Manila,2025-04-15,0948832,5,8.95,44.75,25.52,19.23,42.97,DSCI01062025.txt
7ENOTE,7 Enoteca,10340,Clam - BC Manila,2025-04-16,0948970,5,8.95,44.75,25.52,19.23,42.97,DSCI01062025.txt
7ENOTE,7 Enoteca,10340,Clam - BC Manila,2025-04-24,0949987,5,8.95,44.75,27.73,17.02,38.04,DSCI01062025.txt
7ENOTE,7 Enoteca,10340,Clam - BC Manila,2025-04-25,0950301,5,8.95,44.75,28.46,16.29,36.41,DSCI01062025.txt
7ENOTE,7 Enoteca,10340,Clam - BC Manila,2025-04-30,0950866,10,8.95,89.50,56.91,32.59,36.41,DSCI01062025.txt
7ENOTE,7 Enoteca,10340,Clam - BC Manila,2025-05-03,0951463,5,8.95,44.75,30.60,14.15,31.63,DSCI01062025.txt
7ENOTE,7 Enoteca,10340,Clam - BC Manila,2025-05-06,0951684,5,8.95,44.75,30.60,14.15,31.63,DSCI01062025.txt
7ENOTE,7 Enoteca,10340,Clam - BC Manila,2025-05-08,0952080,5,8.95,44.75,30.81,13.94,31.14,DSCI01062025.txt
7ENOTE,7 Enoteca,10340,Clam - BC Manila,2025-05-10,0952525,5,8.95,44.75,30.94,13.81,30.86,DSCI01062025.txt
7ENOTE,7 Enoteca,10340,Clam - BC Manila,2025-05-13,0952858,5,8.95,44.75,30.94,13.81,30.86,DSCI01062025.txt
7ENOTE,7 Enoteca,10340,Clam - BC Manila,2025-05-15,0953185,5,8.95,44.75,31.33,13.42,29.98,DSCI01062025.txt
7ENOTE,7 Enoteca,10340,Clam - BC Manila,2025-05-16,0953426,5,8.95,44.75,31.72,13.03,29.12,DSCI01062025.txt
7ENOTE,7 Enoteca,10340,Clam - BC Manila,2025-05-17,0953616,5,8.95,44.75,31.72,13.03,29.12,DSCI01062025.txt
7ENOTE,7 Enoteca,10340,Clam - BC Manila,2025-05-20,0953771,5,8.95,44.75,31.72,13.03,29.12,DSCI01062025.txt
7ENOTE,7 Enoteca,10340,Clam - BC Manila,2025-05-22,0954166,5,8.95,44.75,32.15,12.60,28.16,DSCI01062025.txt
7ENOTE,7 Enoteca,10340,Clam - BC Manila,2025-05-24,0954588,5,8.95,44.75,32.35,12.40,27.71,DSCI01062025.txt
7ENOTE,7 Enoteca,10340,Clam - BC Manila,2025-05-27,0954829,5,8.95,44.75,31.77,12.98,29.00,DSCI01062025.txt
7ENOTE,7 Enoteca,10340,Clam - BC Manila,2025-05-29,0955279,5,8.95,44.75,31.95,12.80,28.61,DSCI01062025.txt
7ENOTE,7 Enoteca,10340,Clam - BC Manila,2025-05-30,0955410,5,8.95,44.75,31.95,12.80,28.61,DSCI01062025.txt
7ENOTE,7 Enoteca,10340,Clam - BC Manila,2025-06-03,0955974,5,8.95,44.75,32.20,12.55,28.05,DSCI01062025.txt
7ENOTE,7 Enoteca,10340,Clam - BC Manila,2025-06-04,0956104,5,8.95,44.75,32.20,12.55,28.05,DSCI01062025.txt
7ENOTE,7 Enoteca,10340,Clam - BC Manila,2025-06-07,0956730,10,8.95,89.50,64.55,24.95,27.88,DSCI01062025.txt
7ENOTE,7 Enoteca,10340,Clam - BC Manila,2025-06-10,0957171,5,8.95,44.75,32.27,12.48,27.88,DSCI01062025.txt
7ENOTE,7 Enoteca,10340,Clam - BC Manila,2025-06-13,0957749,5,8.95,44.75,32.43,12.32,27.54,DSCI01062025.txt
7ENOTE,7 Enoteca,10340,Clam - BC Manila,2025-06-17,0958341,5,8.95,44.75,32.43,12.32,27.54,DSCI01062025.txt
ABRIEL,Abrielle,10340,Clam - BC Manila,2025-01-02,0935902,1,7.95,7.95,6.23,1.72,21.58,DSCI01062025.txt
ABRIEL,Abrielle,10340,Clam - BC Manila,2025-01-04,0936145,1,7.95,7.95,6.23,1.72,21.58,DSCI01062025.txt
ABRIEL,Abrielle,10340,Clam - BC Manila,2025-01-11,0936949,1,7.95,7.95,6.21,1.74,21.93,DSCI01062025.txt
ABRIEL,Abrielle,10340,Clam - BC Manila,2025-01-13,0937019,0.5,7.95,3.98,3.10,0.88,22.03,DSCI01062025.txt
ABRIEL,Abrielle,10340,Clam - BC Manila,2025-01-18,0937789,1,8.95,8.95,7.58,1.37,15.25,DSCI01062025.txt
ABRIEL,Abrielle,10340,Clam - BC Manila,2025-01-20,0937905,1,8.95,8.95,7.58,1.37,15.25,DSCI01062025.txt
ABRIEL,Abrielle,10340,Clam - BC Manila,2025-01-22,0938235,1,8.95,8.95,7.45,1.50,16.73,DSCI01062025.txt
ABRIEL,Abrielle,10340,Clam - BC Manila,2025-01-24,0938513,1,8.95,8.95,6.79,2.16,24.18,DSCI01062025.txt
ABRIEL,Abrielle,10340,Clam - BC Manila,2025-01-27,0938814,1,8.95,8.95,6.79,2.16,24.18,DSCI01062025.txt
ABRIEL,Abrielle,10340,Clam - BC Manila,2025-01-30,0939303,1,8.95,8.95,6.64,2.31,25.84,DSCI01062025.txt
ABRIEL,Abrielle,10340,Clam - BC Manila,2025-01-31,0939476,1,8.95,8.95,6.64,2.31,25.84,DSCI01062025.txt
ABRIEL,Abrielle,10340,Clam - BC Manila,2025-02-01,0939547,1,8.95,8.95,6.64,2.31,25.84,DSCI01062025.txt
ABRIEL,Abrielle,10340,Clam - BC Manila,2025-02-07,0940371,1,8.95,8.95,6.33,2.62,29.31,DSCI01062025.txt
ABRIEL,Abrielle,10340,Clam - BC Manila,2025-02-18,0941523,1,8.95,8.95,6.61,2.34,26.17,DSCI01062025.txt
ABRIEL,Abrielle,10340,Clam - BC Manila,2025-02-24,0942321,1,8.95,8.95,7.21,1.74,19.48,DSCI01062025.txt
ABRIEL,Abrielle,10340,Clam - BC Manila,2025-02-25,0942508,1,8.95,8.95,7.21,1.74,19.48,DSCI01062025.txt
ABRIEL,Abrielle,10340,Clam - BC Manila,2025-03-01,0943141,1,8.95,8.95,7.17,1.78,19.93,DSCI01062025.txt
ABRIEL,Abrielle,10340,Clam - BC Manila,2025-03-05,0943526,1,8.95,8.95,7.17,1.78,19.93,DSCI01062025.txt
ABRIEL,Abrielle,10340,Clam - BC Manila,2025-03-07,0943758,1,8.95,8.95,7.02,1.93,21.53,DSCI01062025.txt
ABRIEL,Abrielle,10340,Clam - BC Manila,2025-03-10,0944120,15,8.95,134.25,104.19,30.06,22.39,DSCI01062025.txt
ABRIEL,Abrielle,10340,Clam - BC Manila,2025-03-11,0944148,1,8.95,8.95,6.95,2.00,22.39,DSCI01062025.txt
ABRIEL,Abrielle,10340,Clam - BC Manila,2025-03-20,0945407,3,8.95,26.85,20.15,6.70,24.96,DSCI01062025.txt
ABRIEL,Abrielle,10340,Clam - BC Manila,2025-03-24,0945840,1,8.95,8.95,6.72,2.23,24.96,DSCI01062025.txt
ABRIEL,Abrielle,10340,Clam - BC Manila,2025-03-28,0946540,1,8.95,8.95,6.68,2.27,25.32,DSCI01062025.txt
ABRIEL,Abrielle,10340,Clam - BC Manila,2025-04-05,0947617,1,8.95,8.95,6.64,2.31,25.77,DSCI01062025.txt
ABRIEL,Abrielle,10340,Clam - BC Manila,2025-04-07,0947735,1,8.95,8.95,6.64,2.31,25.77,DSCI01062025.txt
ABRIEL,Abrielle,10340,Clam - BC Manila,2025-04-12,0948585,1,8.95,8.95,5.10,3.85,42.97,DSCI01062025.txt
ABRIEL,Abrielle,10340,Clam - BC Manila,2025-04-15,0948823,1,8.95,8.95,5.10,3.85,42.97,DSCI01062025.txt
ABRIEL,Abrielle,10340,Clam - BC Manila,2025-04-16,0948974,1,8.95,8.95,5.10,3.85,42.97,DSCI01062025.txt
ABRIEL,Abrielle,10340,Clam - BC Manila,2025-04-21,0949629,1,8.95,8.95,5.10,3.85,42.97,DSCI01062025.txt
ABRIEL,Abrielle,10340,Clam - BC Manila,2025-04-24,0949998,1,8.95,8.95,5.55,3.40,38.04,DSCI01062025.txt
ABRIEL,Abrielle,10340,Clam - BC Manila,2025-04-26,0950435,1,8.95,8.95,5.69,3.26,36.41,DSCI01062025.txt
ABRIEL,Abrielle,10340,Clam - BC Manila,2025-04-30,0950920,1,8.95,8.95,5.69,3.26,36.41,DSCI01062025.txt
ABRIEL,Abrielle,10340,Clam - BC Manila,2025-05-03,0951475,1,8.95,8.95,6.12,2.83,31.63,DSCI01062025.txt
ABRIEL,Abrielle,10340,Clam - BC Manila,2025-05-08,0952193,1,8.95,8.95,6.16,2.79,31.14,DSCI01062025.txt
ABRIEL,Abrielle,10340,Clam - BC Manila,2025-05-10,0952628,1,8.95,8.95,6.19,2.76,30.86,DSCI01062025.txt
ABRIEL,Abrielle,10340,Clam - BC Manila,2025-05-12,0952767,1,8.95,8.95,6.19,2.76,30.86,DSCI01062025.txt
ABRIEL,Abrielle,10340,Clam - BC Manila,2025-05-17,0953671,2,8.95,17.90,12.69,5.21,29.12,DSCI01062025.txt
ABRIEL,Abrielle,10340,Clam - BC Manila,2025-05-23,0954308,1,8.95,8.95,6.47,2.48,27.71,DSCI01062025.txt
ABRIEL,Abrielle,10340,Clam - BC Manila,2025-05-24,0954600,1,8.95,8.95,6.47,2.48,27.71,DSCI01062025.txt
ABRIEL,Abrielle,10340,Clam - BC Manila,2025-05-29,0955162,1,8.95,8.95,6.39,2.56,28.61,DSCI01062025.txt
ABRIEL,Abrielle,10340,Clam - BC Manila,2025-06-03,0955971,1,8.95,8.95,6.44,2.51,28.05,DSCI01062025.txt
ABRIEL,Abrielle,10340,Clam - BC Manila,2025-06-06,0956658,1,8.95,8.95,6.44,2.51,28.05,DSCI01062025.txt
ABRIEL,Abrielle,10340,Clam - BC Manila,2025-06-10,0957065,1,8.95,8.95,6.45,2.50,27.88,DSCI01062025.txt
ABRIEL,Abrielle,10340,Clam - BC Manila,2025-06-16,0958065,1,8.95,8.95,6.49,2.46,27.54,DSCI01062025.txt
ABRIEL,Abrielle,10340,Clam - BC Manila,2025-06-18,0958420,1,8.95,8.95,6.50,2.45,27.37,DSCI01062025.txt
ABRIEL,Abrielle,10340,Clam - BC Manila,2025-06-20,0958962,1,8.95,8.95,6.52,2.43,27.20,DSCI01062025.txt
ABRIEL,Abrielle,10340,Clam - BC Manila,2025-06-21,0959148,1,8.95,8.95,6.52,2.43,27.20,DSCI01062025.txt
ABRIEL,Abrielle,10340,Clam - BC Manila,2025-06-28,0960259,1,8.95,8.95,6.45,2.50,27.94,DSCI01062025.txt
ACEHOT,The Ace Hotel,10340,Clam - BC Manila,2025-02-08,0940470,10,8.95,89.50,63.27,26.23,29.31,DSCI01062025.txt
AGO-B,Art Gallery Of Ontario-Bistro,10340,Clam - BC Manila,2025-06-19,0958640,5,8.95,44.75,32.50,12.25,27.37,DSCI01062025.txt
AKINRE,aKin Restaurant,10340,Clam - BC Manila,2025-01-08,0936529,5,8.5,42.50,29.40,13.10,30.83,DSCI01062025.txt
AKINRE,aKin Restaurant,10340,Clam - BC Manila,2025-01-14,0937251,3.5,8.5,29.75,21.72,8.03,26.98,DSCI01062025.txt
AKINRE,aKin Restaurant,10340,Clam - BC Manila,2025-01-24,0938479,5,9.5,47.50,33.93,13.57,28.57,DSCI01062025.txt
AKINRE,aKin Restaurant,10340,Clam - BC Manila,2025-03-11,0944224,1,9.5,9.50,6.95,2.55,26.88,DSCI01062025.txt
ALO-D,Alo Bar Downtown,10340,Clam - BC Manila,2025-01-31,0939497,5,9.5,47.50,33.18,14.32,30.14,DSCI01062025.txt
ALO-D,Alo Bar Downtown,10340,Clam - BC Manila,2025-02-10,0940641,5,9.5,47.50,32.24,15.26,32.12,DSCI01062025.txt
ALO-D,Alo Bar Downtown,10340,Clam - BC Manila,2025-03-13,0944480,5,9.5,47.50,34.10,13.40,28.22,DSCI01062025.txt
ALO-D,Alo Bar Downtown,10340,Clam - BC Manila,2025-03-17,0944956,5,9.5,47.50,34.10,13.40,28.22,DSCI01062025.txt
ALO-D,Alo Bar Downtown,10340,Clam - BC Manila,2025-03-26,0946220,5,9.5,47.50,33.38,14.12,29.72,DSCI01062025.txt
ALO-D,Alo Bar Downtown,10340,Clam - BC Manila,2025-04-14,0948764,5,9.5,47.50,25.52,21.98,46.27,DSCI01062025.txt
ALO-D,Alo Bar Downtown,10340,Clam - BC Manila,2025-04-25,0950316,5,9.5,47.50,28.46,19.04,40.09,DSCI01062025.txt
ALOCAT,Alo Catering,10340,Clam - BC Manila,2025-03-19,0945175,3,9.5,28.50,20.48,8.02,28.14,DSCI01062025.txt
ALOETT,Aloette Restaurant - Spadina,10340,Clam - BC Manila,2025-05-16,0953479,5,9.5,47.50,31.72,15.78,33.22,DSCI01062025.txt
ALOETT,Aloette Restaurant - Spadina,10340,Clam - BC Manila,2025-05-20,0953845,5,9.5,47.50,31.72,15.78,33.22,DSCI01062025.txt
ALOETT,Aloette Restaurant - Spadina,10340,Clam - BC Manila,2025-05-29,0955297,5,9.5,47.50,31.95,15.55,32.74,DSCI01062025.txt
ALOETT,Aloette Restaurant - Spadina,10340,Clam - BC Manila,2025-06-06,0956655,5,9.5,47.50,32.20,15.30,32.22,DSCI01062025.txt
ALOETT,Aloette Restaurant - Spadina,10340,Clam - BC Manila,2025-06-10,0957036,5,9.5,47.50,32.27,15.23,32.05,DSCI01062025.txt
ALOETT,Aloette Restaurant - Spadina,10340,Clam - BC Manila,2025-06-18,0958533,5,9.5,47.50,32.50,15.00,31.57,DSCI01062025.txt
ALOETT,Aloette Restaurant - Spadina,10340,Clam - BC Manila,2025-06-24,0959482,5,9.5,47.50,32.50,15.00,31.57,DSCI01062025.txt
AUBERG,Auberge Du Pommier Inc.,10340,Clam - BC Manila,2025-01-09,0936699,25,7.95,198.75,146.99,51.76,26.04,DSCI01062025.txt
AUBERG,Auberge Du Pommier Inc.,10340,Clam - BC Manila,2025-01-20,0937888,25,8.95,223.75,189.62,34.13,15.25,DSCI01062025.txt
AUBERG,Auberge Du Pommier Inc.,10340,Clam - BC Manila,2025-01-24,0938550,20,8.95,179.00,135.72,43.28,24.18,DSCI01062025.txt
AUBERG,Auberge Du Pommier Inc.,10340,Clam - BC Manila,2025-02-08,0940516,20,8.95,179.00,126.54,52.46,29.31,DSCI01062025.txt
AUBERG,Auberge Du Pommier Inc.,10340,Clam - BC Manila,2025-02-19,0941684,20,8.95,179.00,132.15,46.85,26.17,DSCI01062025.txt
AUBERG,Auberge Du Pommier Inc.,10340,Clam - BC Manila,2025-02-22,0942128,20,8.95,179.00,144.13,34.87,19.48,DSCI01062025.txt
AUBERG,Auberge Du Pommier Inc.,10340,Clam - BC Manila,2025-02-26,0942580,20,8.95,179.00,147.16,31.84,17.79,DSCI01062025.txt
AUBERG,Auberge Du Pommier Inc.,10340,Clam - BC Manila,2025-02-28,0942995,20,8.95,179.00,147.16,31.84,17.79,DSCI01062025.txt
AUBERG,Auberge Du Pommier Inc.,10340,Clam - BC Manila,2025-03-18,0945003,25,8.95,223.75,170.66,53.09,23.73,DSCI01062025.txt
AUBERG,Auberge Du Pommier Inc.,10340,Clam - BC Manila,2025-04-01,0946961,5,8.95,44.75,33.42,11.33,25.32,DSCI01062025.txt
AUBERG,Auberge Du Pommier Inc.,10340,Clam - BC Manila,2025-04-07,0947713,25,8.95,223.75,166.08,57.67,25.77,DSCI01062025.txt
AUBERG,Auberge Du Pommier Inc.,10340,Clam - BC Manila,2025-04-12,0948546,10,8.95,89.50,51.04,38.46,42.97,DSCI01062025.txt
AUBERG,Auberge Du Pommier Inc.,10340,Clam - BC Manila,2025-04-21,0949621,20,8.95,179.00,102.08,76.92,42.97,DSCI01062025.txt
AUBERG,Auberge Du Pommier Inc.,10340,Clam - BC Manila,2025-04-30,0950945,25,8.95,223.75,142.28,81.47,36.41,DSCI01062025.txt
AUBERG,Auberge Du Pommier Inc.,10340,Clam - BC Manila,2025-05-14,0953093,20,8.95,179.00,125.33,53.67,29.98,DSCI01062025.txt
AUBERG,Auberge Du Pommier Inc.,10340,Clam - BC Manila,2025-05-29,0955233,30,8.95,268.50,191.69,76.81,28.61,DSCI01062025.txt
AUBERG,Auberge Du Pommier Inc.,10340,Clam - BC Manila,2025-06-09,0956934,30,8.95,268.50,193.65,74.85,27.88,DSCI01062025.txt
AUBERG,Auberge Du Pommier Inc.,10340,Clam - BC Manila,2025-06-19,0958727,20,8.95,179.00,130.01,48.99,27.37,DSCI01062025.txt
AUBERG,Auberge Du Pommier Inc.,10340,Clam - BC Manila,2025-06-30,0960331,20,8.95,179.00,128.99,50.01,27.94,DSCI01062025.txt
AXIELR,Axiel Foods - Retail Web,10340,Clam - BC Manila,2025-01-04,0936230,10,7.91,79.05,58.79,20.26,25.62,DSCI01062025.txt
AXIELR,Axiel Foods - Retail Web,10340,Clam - BC Manila,2025-01-11,0937011,4,7.91,31.62,32.58,-0.96,-3.04,DSCI01062025.txt
AXIELR,Axiel Foods - Retail Web,10340,Clam - BC Manila,2025-01-18,0937844,6,7.91,47.43,45.51,1.92,4.05,DSCI01062025.txt
AXIELR,Axiel Foods - Retail Web,10340,Clam - BC Manila,2025-02-08,0940567,4,7.91,31.62,25.79,5.83,18.43,DSCI01062025.txt
AXIELR,Axiel Foods - Retail Web,10340,Clam - BC Manila,2025-02-15,0941517,6,7.91,47.43,39.65,7.78,16.41,DSCI01062025.txt
AXIELR,Axiel Foods - Retail Web,10340,Clam - BC Manila,2025-02-22,0942271,10,7.91,79.10,72.06,7.04,8.89,DSCI01062025.txt
AXIELR,Axiel Foods - Retail Web,10340,Clam - BC Manila,2025-03-08,0944032,2,7.91,15.81,13.89,1.92,12.13,DSCI01062025.txt
AXIELR,Axiel Foods - Retail Web,10340,Clam - BC Manila,2025-03-15,0944878,8,7.91,63.24,54.55,8.69,13.74,DSCI01062025.txt
AXIELR,Axiel Foods - Retail Web,10340,Clam - BC Manila,2025-03-22,0945783,2,7.91,15.81,13.43,2.38,15.04,DSCI01062025.txt
AXIELR,Axiel Foods - Retail Web,10340,Clam - BC Manila,2025-03-29,0946759,4,7.91,31.62,26.74,4.88,15.44,DSCI01062025.txt
AXIELR,Axiel Foods - Retail Web,10340,Clam - BC Manila,2025-04-05,0947670,2,6.81,13.62,13.29,0.33,2.45,DSCI01062025.txt
AXIELR,Axiel Foods - Retail Web,10340,Clam - BC Manila,2025-04-26,0950503,4,7.91,31.64,22.76,8.88,28.05,DSCI01062025.txt
AXIELR,Axiel Foods - Retail Web,10340,Clam - BC Manila,2025-05-17,0953712,8,7.91,63.24,50.75,12.49,19.74,DSCI01062025.txt
AXIELR,Axiel Foods - Retail Web,10340,Clam - BC Manila,2025-05-24,0954652,4,7.91,31.62,25.88,5.74,18.15,DSCI01062025.txt
AXIELR,Axiel Foods - Retail Web,10340,Clam - BC Manila,2025-05-31,0955741,2,7.91,15.81,12.88,2.93,18.54,DSCI01062025.txt
AXIELR,Axiel Foods - Retail Web,10340,Clam - BC Manila,2025-06-07,0956876,6,7.91,47.43,38.73,8.70,18.34,DSCI01062025.txt
AXIELR,Axiel Foods - Retail Web,10340,Clam - BC Manila,2025-06-14,0958048,6,7.91,47.43,38.91,8.52,17.96,DSCI01062025.txt
AXIELR,Axiel Foods - Retail Web,10340,Clam - BC Manila,2025-06-28,0960289,2,7.91,15.81,12.90,2.91,18.41,DSCI01062025.txt
AYLA,Ayla,10340,Clam - BC Manila,2025-03-05,0943565,1,9.5,9.50,7.17,2.33,24.57,DSCI01062025.txt
BARCLA,Bar Clams,10340,Clam - BC Manila,2025-01-02,0935935,20,7.95,159.00,124.68,34.32,21.58,DSCI01062025.txt
BARCLA,Bar Clams,10340,Clam - BC Manila,2025-01-03,0935993,40,7.95,318.00,249.36,68.64,21.58,DSCI01062025.txt
BARCLA,Bar Clams,10340,Clam - BC Manila,2025-01-04,0936188,40,7.95,318.00,249.36,68.64,21.58,DSCI01062025.txt
BARCLA,Bar Clams,10340,Clam - BC Manila,2025-01-08,0936577,20,7.95,159.00,117.59,41.41,26.04,DSCI01062025.txt
BARCLA,Bar Clams,10340,Clam - BC Manila,2025-01-09,0936689,20,7.95,159.00,117.59,41.41,26.04,DSCI01062025.txt
BARCLA,Bar Clams,10340,Clam - BC Manila,2025-01-10,0936767,20,7.95,159.00,124.13,34.87,21.93,DSCI01062025.txt
BARCLA,Bar Clams,10340,Clam - BC Manila,2025-01-11,0936957,40,7.95,318.00,248.27,69.73,21.93,DSCI01062025.txt
BARCLA,Bar Clams,10340,Clam - BC Manila,2025-01-15,0937283,20,7.95,159.00,243.36,-84.36,-53.05,DSCI01062025.txt
BARCLA,Bar Clams,10340,Clam - BC Manila,2025-01-18,0937811,20,8.95,179.00,151.69,27.31,15.25,DSCI01062025.txt
BARCLA,Bar Clams,10340,Clam - BC Manila,2025-01-20,0937913,20,8.95,179.00,151.69,27.31,15.25,DSCI01062025.txt
BARCLA,Bar Clams,10340,Clam - BC Manila,2025-01-22,0938258,20,8.95,179.00,138.02,40.98,22.89,DSCI01062025.txt
BARCLA,Bar Clams,10340,Clam - BC Manila,2025-01-24,0938531,20,8.95,179.00,135.72,43.28,24.18,DSCI01062025.txt
BARCLA,Bar Clams,10340,Clam - BC Manila,2025-01-25,0938658,20,8.95,179.00,135.72,43.28,24.18,DSCI01062025.txt
BARCLA,Bar Clams,10340,Clam - BC Manila,2025-01-27,0938806,20,8.95,179.00,135.72,43.28,24.18,DSCI01062025.txt
BARCLA,Bar Clams,10340,Clam - BC Manila,2025-01-30,0939171,20,8.95,179.00,132.74,46.26,25.84,DSCI01062025.txt
BARCLA,Bar Clams,10340,Clam - BC Manila,2025-02-01,0939602,20,8.95,179.00,132.74,46.26,25.84,DSCI01062025.txt
BARCLA,Bar Clams,10340,Clam - BC Manila,2025-02-03,0939759,20,8.95,179.00,132.74,46.26,25.84,DSCI01062025.txt
BARCLA,Bar Clams,10340,Clam - BC Manila,2025-02-08,0940553,10,8.95,89.50,63.27,26.23,29.31,DSCI01062025.txt
BARCLA,Bar Clams,10340,Clam - BC Manila,2025-02-08,0940555,10,8.95,89.50,63.27,26.23,29.31,DSCI01062025.txt
BARCLA,Bar Clams,10340,Clam - BC Manila,2025-02-10,0940596,20,8.95,179.00,128.97,50.03,27.95,DSCI01062025.txt
