cust_code,customer_name,item_code,item_description,invoice_date,invoice_no,quantity,price,amount,cost,profit,margin,source_file
AXIELR,Axiel Foods - Retail Web,10000,"Other whole fish, Pls specify",2025-07-26,0964429,1.6,16.28,26.05,0.00,26.05,100.00,DSCI07122025.txt
AXIELR,Axiel Foods - Retail Web,10000,"Other whole fish, Pls specify",2025-12-06,0984004,1,4.65,4.65,0.04,4.61,99.14,DSCI07122025.txt
AXIELR,Axiel Foods - Retail Web,10000,"Other whole fish, Pls specify",2025-12-27,0986846,1,26.92,26.92,0.05,26.87,99.80,DSCI07122025.txt
BUCA-Y,2817340 Ontario inc / Buca Yorkville,10000,"Other whole fish, Pls specify",2025-11-22,0981705,10,21.95,219.50,0.20,219.30,99.91,DSCI07122025.txt
BUCA-Y,2817340 Ontario inc / Buca Yorkville,10000,"Other whole fish, Pls specify",2025-11-30,0983604,-8,21.95,-175.60,-0.32,-175.28,99.82,DSCI07122025.txt
CHLEPA,Chateau Le Parc Event Centre-E,10000,"Other whole fish, Pls specify",2025-12-09,0984274,15.4,14.5,223.30,0.62,222.68,99.72,DSCI07122025.txt
DANICO,DaNico Restaurant,10000,"Other whole fish, Pls specify",2025-11-27,0982540,1.7,18.95,32.22,0.04,32.18,99.88,DSCI07122025.txt
DANICO,DaNico Restaurant,10000,"Other whole fish, Pls specify",2025-11-28,0982740,5.5,18.95,104.23,0.13,104.10,99.88,DSCI07122025.txt
DANICO,DaNico Restaurant,10000,"Other whole fish, Pls specify",2025-12-03,0983345,15.8,18.95,299.41,0.63,298.78,99.79,DSCI07122025.txt
DANICO,DaNico Restaurant,10000,"Other whole fish, Pls specify",2025-12-10,0984515,18,18.95,341.10,0.72,340.38,99.79,DSCI07122025.txt
DANICO,DaNico Restaurant,10000,"Other whole fish, Pls specify",2025-12-18,0985811,-2.8,18.95,-53.06,-0.21,-52.85,99.60,DSCI07122025.txt
DANICO,DaNico Restaurant,10000,"Other whole fish, Pls specify",2025-12-27,0987211,8.5,18.95,161.08,0.49,160.59,99.70,DSCI07122025.txt
GATGHO,Gateau Ghost,10000,"Other whole fish, Pls specify",2025-12-20,0986245,1,8.95,8.95,0.05,8.90,99.40,DSCI07122025.txt
GRACLU,Granite Club,10000,"Other whole fish, Pls specify",2025-11-03,0978856,4.7,10,47.00,0.09,46.91,99.81,DSCI07122025.txt
NEVKIT,Nevizade Kitchen & Bar,10000,"Other whole fish, Pls specify",2025-12-16,0985384,14.88,47,699.36,0.79,698.57,99.89,DSCI07122025.txt
NEVKIT,Nevizade Kitchen & Bar,10000,"Other whole fish, Pls specify",2025-12-16,0986824,-14.88,47,-699.36,-0.79,-698.57,99.89,DSCI07122025.txt
ONE-JA,One Time Customer - Jako,10000,"Other whole fish, Pls specify",2025-12-23,0986519,1.6,0,0.00,0.09,-0.09,0.00,DSCI07122025.txt
ONE-JH,One Time Customer - Jessie,10000,"Other whole fish, Pls specify",2025-07-09,0961581,5,0,0.00,0.00,0.00,0.00,DSCI07122025.txt
OROFIS,Oroshi Fish Co,10000,"Other whole fish, Pls specify",2025-10-28,0978034,10.6,4.95,52.47,0.16,52.31,99.69,DSCI07122025.txt
PALAIS,Palais Royale,10000,"Other whole fish, Pls specify",2025-10-09,0975282,24,17.95,430.80,0.37,430.43,99.91,DSCI07122025.txt
1HOTKI,1 Hotel Toronto (Main Kitchen),10008,"EA -discounts, delivery fees",2025-12-31,0987398,1,35,35.00,2.31,32.69,93.41,DSCI07122025.txt
7ENOTE,7 Enoteca,10008,"EA -discounts, delivery fees",2025-08-08,0966227,2,0,0.00,2.79,-2.79,0.00,DSCI07122025.txt
ABRIEL,Abrielle,10008,"EA -discounts, delivery fees",2025-07-07,0961335,1,35,35.00,1.05,33.95,96.99,DSCI07122025.txt
ABRIEL,Abrielle,10008,"EA -discounts, delivery fees",2025-09-05,0970262,1,30,30.00,2.28,27.72,92.41,DSCI07122025.txt
ALO-C,Alo Bar Cumberland -(Yorkville),10008,"EA -discounts, delivery fees",2025-08-09,0966423,1,30,30.00,1.39,28.61,95.35,DSCI07122025.txt
ALOE-B,Aloette 81 Bay LP,10008,"EA -discounts, delivery fees",2025-09-04,0969950,1,25,25.00,2.28,22.72,90.89,DSCI07122025.txt
ALOE-B,Aloette 81 Bay LP,10008,"EA -discounts, delivery fees",2025-11-06,0979441,1,20,20.00,2.31,17.69,88.47,DSCI07122025.txt
ALOETT,Aloette Restaurant - Spadina,10008,"EA -discounts, delivery fees",2025-09-09,0970732,1,25,25.00,2.28,22.72,90.89,DSCI07122025.txt
ALORES,Alo Restaurant - Spadina,10008,"EA -discounts, delivery fees",2025-07-28,0965090,-1,99.6,-99.60,-1.39,-98.21,98.60,DSCI07122025.txt
ANKOKI,Anju Korean Kitchen,10008,"EA -discounts, delivery fees",2025-09-30,0974010,1,65,65.00,2.31,62.69,96.45,DSCI07122025.txt
ARCHID,Archi Disegno Inc,10008,"EA -discounts, delivery fees",2025-08-23,0968401,1,20,20.00,2.28,17.72,88.62,DSCI07122025.txt
ARITZI,Aritzia DC03,10008,"EA -discounts, delivery fees",2025-11-20,0981480,1,60,60.00,2.31,57.69,96.16,DSCI07122025.txt
AUBERG,Auberge Du Pommier Inc.,10008,"EA -discounts, delivery fees",2025-09-29,0973795,1,30,30.00,2.31,27.69,92.31,DSCI07122025.txt
AUBERG,Auberge Du Pommier Inc.,10008,"EA -discounts, delivery fees",2025-12-15,0985266,1,40,40.00,2.31,37.69,94.24,DSCI07122025.txt
AXIEL,Axiel Foods - MCEWAN GROUP,10008,"EA -discounts, delivery fees",2025-07-25,0964232,1,14.95,14.95,1.39,13.56,90.68,DSCI07122025.txt
AXIEL,Axiel Foods - MCEWAN GROUP,10008,"EA -discounts, delivery fees",2025-07-30,0965832,-1,2103.97,-2103.97,-1.39,-2102.58,99.93,DSCI07122025.txt
AXIEL,Axiel Foods - MCEWAN GROUP,10008,"EA -discounts, delivery fees",2025-07-31,0979631,-1,8303.67,-8303.67,-2.31,-8301.36,99.97,DSCI07122025.txt
AXIEL,Axiel Foods - MCEWAN GROUP,10008,"EA -discounts, delivery fees",2025-08-28,0969142,1,0,0.00,2.28,-2.28,0.00,DSCI07122025.txt
AXIEL,Axiel Foods - MCEWAN GROUP,10008,"EA -discounts, delivery fees",2025-08-30,0979632,-1,8026.73,-8026.73,-2.31,-8024.42,99.97,DSCI07122025.txt
AXIEL,Axiel Foods - MCEWAN GROUP,10008,"EA -discounts, delivery fees",2025-09-15,0971645,1,0,0.00,2.31,-2.31,0.00,DSCI07122025.txt
AXIEL,Axiel Foods - MCEWAN GROUP,10008,"EA -discounts, delivery fees",2025-09-27,0973659,1,0,0.00,2.31,-2.31,0.00,DSCI07122025.txt
AXIEL,Axiel Foods - MCEWAN GROUP,10008,"EA -discounts, delivery fees",2025-09-30,0979633,-1,10236.69,-10236.69,-2.31,-10234.38,99.98,DSCI07122025.txt
AXIEL,Axiel Foods - MCEWAN GROUP,10008,"EA -discounts, delivery fees",2025-10-07,0974916,1,0,0.00,2.31,-2.31,0.00,DSCI07122025.txt
AXIEL,Axiel Foods - MCEWAN GROUP,10008,"EA -discounts, delivery fees",2025-10-17,0976523,1,14.95,14.95,2.31,12.64,84.58,DSCI07122025.txt
AXIEL,Axiel Foods - MCEWAN GROUP,10008,"EA -discounts, delivery fees",2025-10-28,0978067,1,0,0.00,2.31,-2.31,0.00,DSCI07122025.txt
AXIEL,Axiel Foods - MCEWAN GROUP,10008,"EA -discounts, delivery fees",2025-12-17,0985593,1,14.95,14.95,2.31,12.64,84.58,DSCI07122025.txt
AXIEL,Axiel Foods - MCEWAN GROUP,10008,"EA -discounts, delivery fees",2025-12-22,0986399,1,0,0.00,2.31,-2.31,0.00,DSCI07122025.txt
AXIEL,Axiel Foods - MCEWAN GROUP,10008,"EA -discounts, delivery fees",2025-12-22,0986399,1,0,0.00,2.31,-2.31,0.00,DSCI07122025.txt
AXIEL,Axiel Foods - MCEWAN GROUP,10008,"EA -discounts, delivery fees",2025-12-31,0987362,1,14.95,14.95,2.31,12.64,84.58,DSCI07122025.txt
AXIELR,Axiel Foods - Retail Web,10008,"EA -discounts, delivery fees",2025-07-05,0961220,1,-291.4,-291.40,1.05,-292.45,100.36,DSCI07122025.txt
AXIELR,Axiel Foods - Retail Web,10008,"EA -discounts, delivery fees",2025-07-12,0962277,1,-478.08,-478.08,1.05,-479.13,100.22,DSCI07122025.txt
AXIELR,Axiel Foods - Retail Web,10008,"EA -discounts, delivery fees",2025-07-19,0963332,1,-1385.64,-1385.64,1.05,-1386.69,100.08,DSCI07122025.txt
AXIELR,Axiel Foods - Retail Web,10008,"EA -discounts, delivery fees",2025-07-26,0964429,1,-1159.02,-1159.02,1.39,-1160.41,100.12,DSCI07122025.txt
AXIELR,Axiel Foods - Retail Web,10008,"EA -discounts, delivery fees",2025-07-30,0965831,1,2103.97,2103.97,1.39,2102.58,99.93,DSCI07122025.txt
AXIELR,Axiel Foods - Retail Web,10008,"EA -discounts, delivery fees",2025-07-31,0965095,5,0,0.00,6.97,-6.97,0.00,DSCI07122025.txt
AXIELR,Axiel Foods - Retail Web,10008,"EA -discounts, delivery fees",2025-07-31,0979643,-1,8177.74,-8177.74,-2.31,-8175.43,99.97,DSCI07122025.txt
AXIELR,Axiel Foods - Retail Web,10008,"EA -discounts, delivery fees",2025-08-03,0965449,1,-429.58,-429.58,1.39,-430.97,100.32,DSCI07122025.txt
AXIELR,Axiel Foods - Retail Web,10008,"EA -discounts, delivery fees",2025-08-09,0966401,6,0,0.00,8.36,-8.36,0.00,DSCI07122025.txt
AXIELR,Axiel Foods - Retail Web,10008,"EA -discounts, delivery fees",2025-08-09,0966425,1,-911.23,-911.23,1.39,-912.62,100.15,DSCI07122025.txt
AXIELR,Axiel Foods - Retail Web,10008,"EA -discounts, delivery fees",2025-08-16,0967477,1,-822.83,-822.83,1.39,-824.22,100.17,DSCI07122025.txt
AXIELR,Axiel Foods - Retail Web,10008,"EA -discounts, delivery fees",2025-08-23,0968540,1,-233.64,-233.64,2.28,-235.92,100.97,DSCI07122025.txt
AXIELR,Axiel Foods - Retail Web,10008,"EA -discounts, delivery fees",2025-08-30,0969507,1,-471.68,-471.68,2.28,-473.96,100.48,DSCI07122025.txt
AXIELR,Axiel Foods - Retail Web,10008,"EA -discounts, delivery fees",2025-08-30,0979644,-1,11347.2,-11347.20,-2.31,-11344.89,99.98,DSCI07122025.txt
AXIELR,Axiel Foods - Retail Web,10008,"EA -discounts, delivery fees",2025-09-06,0970434,1,-650.36,-650.36,2.28,-652.64,100.35,DSCI07122025.txt
AXIELR,Axiel Foods - Retail Web,10008,"EA -discounts, delivery fees",2025-09-13,0971527,1,-23.91,-23.91,2.31,-26.22,109.64,DSCI07122025.txt
AXIELR,Axiel Foods - Retail Web,10008,"EA -discounts, delivery fees",2025-09-20,0972602,-229.58,1,-229.58,-529.32,299.74,-130.56,DSCI07122025.txt
AXIELR,Axiel Foods - Retail Web,10008,"EA -discounts, delivery fees",2025-09-27,0973686,1,-1493.5,-1493.50,2.31,-1495.81,100.15,DSCI07122025.txt
AXIELR,Axiel Foods - Retail Web,10008,"EA -discounts, delivery fees",2025-09-30,0979645,-1,7113.92,-7113.92,-2.31,-7111.61,99.97,DSCI07122025.txt
AXIELR,Axiel Foods - Retail Web,10008,"EA -discounts, delivery fees",2025-10-04,0974748,1,-810.08,-810.08,2.31,-812.39,100.28,DSCI07122025.txt
AXIELR,Axiel Foods - Retail Web,10008,"EA -discounts, delivery fees",2025-10-11,0975786,1,-858.01,-858.01,2.31,-860.32,100.27,DSCI07122025.txt
AXIELR,Axiel Foods - Retail Web,10008,"EA -discounts, delivery fees",2025-10-18,0976734,1,53.16,53.16,2.31,50.85,95.66,DSCI07122025.txt
AXIELR,Axiel Foods - Retail Web,10008,"EA -discounts, delivery fees",2025-10-25,0977782,1,-1964.59,-1964.59,2.31,-1966.90,100.12,DSCI07122025.txt
AXIELR,Axiel Foods - Retail Web,10008,"EA -discounts, delivery fees",2025-11-01,0978742,1,-738.66,-738.66,2.31,-740.97,100.31,DSCI07122025.txt
AXIELR,Axiel Foods - Retail Web,10008,"EA -discounts, delivery fees",2025-11-08,0979840,1,89.27,89.27,2.31,86.96,97.42,DSCI07122025.txt
AXIELR,Axiel Foods - Retail Web,10008,"EA -discounts, delivery fees",2025-11-08,0979840,1,-759.03,-759.03,2.31,-761.34,100.30,DSCI07122025.txt
AXIELR,Axiel Foods - Retail Web,10008,"EA -discounts, delivery fees",2025-11-15,0980847,1,-155.92,-155.92,2.31,-158.23,101.48,DSCI07122025.txt
AXIELR,Axiel Foods - Retail Web,10008,"EA -discounts, delivery fees",2025-11-22,0981882,1,18.6,18.60,2.31,16.29,87.60,DSCI07122025.txt
AXIELR,Axiel Foods - Retail Web,10008,"EA -discounts, delivery fees",2025-11-29,0982901,1,-1219.35,-1219.35,2.31,-1221.66,100.19,DSCI07122025.txt
AXIELR,Axiel Foods - Retail Web,10008,"EA -discounts, delivery fees",2025-12-06,0984004,1,-1145.18,-1145.18,2.31,-1147.49,100.20,DSCI07122025.txt
AXIELR,Axiel Foods - Retail Web,10008,"EA -discounts, delivery fees",2025-12-13,0985137,1,-44.68,-44.68,2.31,-46.99,105.16,DSCI07122025.txt
AXIELR,Axiel Foods - Retail Web,10008,"EA -discounts, delivery fees",2025-12-20,0986254,1,-644.11,-644.11,2.31,-646.42,100.36,DSCI07122025.txt
AXIELR,Axiel Foods - Retail Web,10008,"EA -discounts, delivery fees",2025-12-27,0986846,1,-907.84,-907.84,2.31,-910.15,100.25,DSCI07122025.txt
AXIELS,Axiel Foods - VAAD,10008,"EA -discounts, delivery fees",2025-07-31,0979655,-1,2781.18,-2781.18,-2.31,-2778.87,99.92,DSCI07122025.txt
AXIELS,Axiel Foods - VAAD,10008,"EA -discounts, delivery fees",2025-08-30,0979656,-1,2833.25,-2833.25,-2.31,-2830.94,99.92,DSCI07122025.txt
AXIELS,Axiel Foods - VAAD,10008,"EA -discounts, delivery fees",2025-09-30,0979657,-1,2508.43,-2508.43,-2.31,-2506.12,99.91,DSCI07122025.txt
AYLA,Ayla,10008,"EA -discounts, delivery fees",2025-09-25,0973164,1,60,60.00,2.31,57.69,96.16,DSCI07122025.txt
BARRAV,Bar Raval,10008,"EA -discounts, delivery fees",2025-07-14,0962382,1,20,20.00,1.05,18.95,94.73,DSCI07122025.txt
BARRAV,Bar Raval,10008,"EA -discounts, delivery fees",2025-08-16,0967401,1,20,20.00,1.39,18.61,93.03,DSCI07122025.txt
BARRAV,Bar Raval,10008,"EA -discounts, delivery fees",2025-09-13,0971526,1,40,40.00,2.31,37.69,94.24,DSCI07122025.txt
BARRAV,Bar Raval,10008,"EA -discounts, delivery fees",2025-12-09,0984168,1,20,20.00,2.31,17.69,88.47,DSCI07122025.txt
BEASTR,Beast Pizza,10008,"EA -discounts, delivery fees",2025-08-20,0967981,1,45,45.00,1.11,43.89,97.53,DSCI07122025.txt
BERTAV,The Berczy Tavern,10008,"EA -discounts, delivery fees",2025-09-30,0973828,1,20,20.00,2.31,17.69,88.47,DSCI07122025.txt
BUCA-V,2817342 Ontario Inc o/a Buca VAUGHAN,10008,"EA -discounts, delivery fees",2025-09-17,0972040,1,70,70.00,2.31,67.69,96.71,DSCI07122025.txt
BUCA-Y,2817340 Ontario inc / Buca Yorkville,10008,"EA -discounts, delivery fees",2025-10-16,0976263,1,0,0.00,2.31,-2.31,0.00,DSCI07122025.txt
BUCA-Y,2817340 Ontario inc / Buca Yorkville,10008,"EA -discounts, delivery fees",2025-10-25,0977671,1,0,0.00,2.31,-2.31,0.00,DSCI07122025.txt
BUCA-Y,2817340 Ontario inc / Buca Yorkville,10008,"EA -discounts, delivery fees",2025-10-31,0978461,1,0,0.00,2.31,-2.31,0.00,DSCI07122025.txt
BUCA-Y,2817340 Ontario inc / Buca Yorkville,10008,"EA -discounts, delivery fees",2025-11-07,0979504,1,0,0.00,2.31,-2.31,0.00,DSCI07122025.txt
CAC-SG,Cactus Club Cafe-Sherway Gardens,10008,"EA -discounts, delivery fees",2025-10-17,0976547,1,70,70.00,2.31,67.69,96.71,DSCI07122025.txt
CAFZUZ,Cafe Zuzu Inc.,10008,"EA -discounts, delivery fees",2025-10-14,0975797,1,20,20.00,2.31,17.69,88.47,DSCI07122025.txt
CAKI,Cassius on King,10008,"EA -discounts, delivery fees",2025-07-08,0961512,1,20,20.00,1.05,18.95,94.73,DSCI07122025.txt
CAKI,Cassius on King,10008,"EA -discounts, delivery fees",2025-07-16,0962706,1,10.95,10.95,1.05,9.90,90.38,DSCI07122025.txt
CANOE,1109466 Ontario Ltd. O/A Canoe,10008,"EA -discounts, delivery fees",2025-09-24,0972986,1,20,20.00,2.31,17.69,88.47,DSCI07122025.txt
CARBAR,Carbon Bar,10008,"EA -discounts, delivery fees",2025-07-07,0961336,1,40,40.00,1.05,38.95,97.37,DSCI07122025.txt
CARBAR,Carbon Bar,10008,"EA -discounts, delivery fees",2025-07-14,0962435,1,40,40.00,1.05,38.95,97.37,DSCI07122025.txt
CHEHIG,Cherry's High Dive,10008,"EA -discounts, delivery fees",2025-07-03,0960766,1,20,20.00,1.05,18.95,94.73,DSCI07122025.txt
CHLEPA,Chateau Le Parc Event Centre-E,10008,"EA -discounts, delivery fees",2025-08-29,0969175,1,20,20.00,2.28,17.72,88.62,DSCI07122025.txt
CHLEPA,Chateau Le Parc Event Centre-E,10008,"EA -discounts, delivery fees",2025-12-09,0984274,1,75,75.00,2.31,72.69,96.93,DSCI07122025.txt
CLARES,CLAY Restaurant,10008,"EA -discounts, delivery fees",2025-09-16,0971734,1,20,20.00,2.31,17.69,88.47,DSCI07122025.txt
CLARES,CLAY Restaurant,10008,"EA -discounts, delivery fees",2025-09-18,0972099,1,20,20.00,2.31,17.69,88.47,DSCI07122025.txt
COM-JX,Compass - TJX Canada,10008,"EA -discounts, delivery fees",2025-09-15,0971630,16,1,16.00,36.89,-20.89,-130.56,DSCI07122025.txt
CONTRA,Contrada,10008,"EA -discounts, delivery fees",2025-08-18,0967544,1,50,50.00,1.39,48.61,97.21,DSCI07122025.txt
DAILO,Dailo,10008,"EA -discounts, delivery fees",2025-07-09,0961695,1,25,25.00,1.05,23.95,95.79,DSCI07122025.txt
DAILO,Dailo,10008,"EA -discounts, delivery fees",2025-07-19,0963310,1,20,20.00,1.05,18.95,94.73,DSCI07122025.txt
DAPHNE,Daphne,10008,"EA -discounts, delivery fees",2025-07-08,0961518,1,40,40.00,1.05,38.95,97.37,DSCI07122025.txt
DAYRES,Daymi Restaurant,10008,"EA -discounts, delivery fees",2025-07-19,0963311,1,20,20.00,1.05,18.95,94.73,DSCI07122025.txt
DAYRES,Daymi Restaurant,10008,"EA -discounts, delivery fees",2025-09-26,0973325,1,20,20.00,2.31,17.69,88.47,DSCI07122025.txt
DONCAS,Don Alfonso,10008,"EA -discounts, delivery fees",2025-09-11,0971064,1,30,30.00,2.28,27.72,92.41,DSCI07122025.txt
EASTEN,East End Vine -Wine Tapas Bar,10008,"EA -discounts, delivery fees",2025-08-21,0968067,2,50,100.00,3.49,96.51,96.51,DSCI07122025.txt
EASTEN,East End Vine -Wine Tapas Bar,10008,"EA -discounts, delivery fees",2025-09-06,0970357,2,60,120.00,4.55,115.45,96.21,DSCI07122025.txt
ELMWOO,Elmwood Spa - Brydson Group Ltd,10008,"EA -discounts, delivery fees",2025-11-18,0981011,1,20,20.00,2.31,17.69,88.47,DSCI07122025.txt
ELOISE,Eloise Restaurant,10008,"EA -discounts, delivery fees",2025-07-09,0961570,1,20,20.00,1.05,18.95,94.73,DSCI07122025.txt
ELOISE,Eloise Restaurant,10008,"EA -discounts, delivery fees",2025-08-06,0965744,1,20,20.00,1.39,18.61,93.03,DSCI07122025.txt
ELOISE,Eloise Restaurant,10008,"EA -discounts, delivery fees",2025-08-25,0968664,1,20,20.00,2.28,17.72,88.62,DSCI07122025.txt
ELOISE,Eloise Restaurant,10008,"EA -discounts, delivery fees",2025-11-08,0979839,1,45,45.00,2.31,42.69,94.88,DSCI07122025.txt
ELOISE,Eloise Restaurant,10008,"EA -discounts, delivery fees",2025-12-29,0987218,1,30,30.00,2.31,27.69,92.31,DSCI07122025.txt
ENFIDI,Enigma Fine Dining,10008,"EA -discounts, delivery fees",2025-09-04,0970061,1,15,15.00,2.28,12.72,84.82,DSCI07122025.txt
FAIRES,Fairway Restaurant & Bar,10008,"EA -discounts, delivery fees",2025-10-01,0974022,1,20,20.00,2.31,17.69,88.47,DSCI07122025.txt
FAIRES,Fairway Restaurant & Bar,10008,"EA -discounts, delivery fees",2025-10-09,0975270,1,20,20.00,2.31,17.69,88.47,DSCI07122025.txt
FAIRES,Fairway Restaurant & Bar,10008,"EA -discounts, delivery fees",2025-10-16,0976175,1,20,20.00,2.31,17.69,88.47,DSCI07122025.txt
FAIRES,Fairway Restaurant & Bar,10008,"EA -discounts, delivery fees",2025-10-22,0977215,1,20,20.00,2.31,17.69,88.47,DSCI07122025.txt
FANTRA,Fangio Trattoria,10008,"EA -discounts, delivery fees",2025-09-27,0973533,1,20,20.00,2.31,17.69,88.47,DSCI07122025.txt
FANTRA,Fangio Trattoria,10008,"EA -discounts, delivery fees",2025-10-31,0978452,1,20,20.00,2.31,17.69,88.47,DSCI07122025.txt
FANTRA,Fangio Trattoria,10008,"EA -discounts, delivery fees",2025-12-01,0982913,1,20,20.00,2.31,17.69,88.47,DSCI07122025.txt
FANTRA,Fangio Trattoria,10008,"EA -discounts, delivery fees",2025-12-05,0983804,1,20,20.00,2.31,17.69,88.47,DSCI07122025.txt
FANTRA,Fangio Trattoria,10008,"EA -discounts, delivery fees",2025-12-06,0983980,1,20,20.00,2.31,17.69,88.47,DSCI07122025.txt
FANTRA,Fangio Trattoria,10008,"EA -discounts, delivery fees",2025-12-08,0984140,1,20,20.00,2.31,17.69,88.47,DSCI07122025.txt
FANTRA,Fangio Trattoria,10008,"EA -discounts, delivery fees",2025-12-20,0986228,1,20,20.00,2.31,17.69,88.47,DSCI07122025.txt
FAVTHA,Favorites Thai BBQ,10008,"EA -discounts, delivery fees",2025-07-02,0960614,1,20,20.00,1.05,18.95,94.73,DSCI07122025.txt
FOODUF,The Food Dudes - FDX,10008,"EA -discounts, delivery fees",2025-09-27,0973583,1,25,25.00,2.31,22.69,90.78,DSCI07122025.txt
GIURES,Giulietta Restaurant,10008,"EA -discounts, delivery fees",2025-08-04,0965450,1,20,20.00,1.39,18.61,93.03,DSCI07122025.txt
GLADST,The Gladstone House Ltd.,10008,"EA -discounts, delivery fees",2025-11-21,0981612,1,20,20.00,2.31,17.69,88.47,DSCI07122025.txt
GLAKIT,Glass Kitchen,10008,"EA -discounts, delivery fees",2025-08-01,0965123,1,20,20.00,1.39,18.61,93.03,DSCI07122025.txt
GOS-DM,The Good Son Restaurant - Don Mills,10008,"EA -discounts, delivery fees",2025-08-15,0967145,1,20,20.00,1.39,18.61,93.03,DSCI07122025.txt
GREGAR,Concrete Inc. / Grey Gardens,10008,"EA -discounts, delivery fees",2025-07-12,0962173,1,20,20.00,1.05,18.95,94.73,DSCI07122025.txt
GREGAR,Concrete Inc. / Grey Gardens,10008,"EA -discounts, delivery fees",2025-08-27,0968854,1,20,20.00,2.28,17.72,88.62,DSCI07122025.txt
GREGAR,Concrete Inc. / Grey Gardens,10008,"EA -discounts, delivery fees",2025-11-25,0982169,1,20,20.00,2.31,17.69,88.47,DSCI07122025.txt
GUS101,Gusto 101,10008,"EA -discounts, delivery fees",2025-12-04,0983549,1,50,50.00,2.31,47.69,95.39,DSCI07122025.txt
HAIROO,The Haifa Room,10008,"EA -discounts, delivery fees",2025-07-17,0962805,1,20,20.00,1.05,18.95,94.73,DSCI07122025.txt
HEXRES,Hexagon Restaurant,10008,"EA -discounts, delivery fees",2025-07-24,0964044,3,0,0.00,4.18,-4.18,0.00,DSCI07122025.txt
HEXRES,Hexagon Restaurant,10008,"EA -discounts, delivery fees",2025-08-09,0966400,2,0,0.00,2.79,-2.79,0.00,DSCI07122025.txt
HILTON,KWMC Toronto Inc o/a  Hilton Toronto,10008,"EA -discounts, delivery fees",2025-10-24,0977630,1,40,40.00,2.31,37.69,94.24,DSCI07122025.txt
HOLCAF,Holts Cafe-Bloor,10008,"EA -discounts, delivery fees",2025-09-18,0972078,1,60,60.00,2.31,57.69,96.16,DSCI07122025.txt
IFIMAY,If I May,10008,"EA -discounts, delivery fees",2025-10-07,0974966,1,20,20.00,2.31,17.69,88.47,DSCI07122025.txt
IFIMAY,If I May,10008,"EA -discounts, delivery fees",2025-12-29,0986986,1,20,20.00,2.31,17.69,88.47,DSCI07122025.txt
ISGOCL,Islington Golf Club,10008,"EA -discounts, delivery fees",2025-08-05,0965665,1,40,40.00,1.39,38.61,96.51,DSCI07122025.txt
KIIN,KiiN Restaurant - 326 Adelaide,10008,"EA -discounts, delivery fees",2025-07-30,0964916,1,30,30.00,1.39,28.61,95.35,DSCI07122025.txt
KIIN,KiiN Restaurant - 326 Adelaide,10008,"EA -discounts, delivery fees",2025-08-02,0965448,1,40,40.00,1.39,38.61,96.51,DSCI07122025.txt
KIIN,KiiN Restaurant - 326 Adelaide,10008,"EA -discounts, delivery fees",2025-10-31,0978466,1,20,20.00,2.31,17.69,88.47,DSCI07122025.txt
LABANA,2817343 Ontario Inc. / La Banane,10008,"EA -discounts, delivery fees",2025-07-26,0964428,1,35,35.00,1.39,33.61,96.02,DSCI07122025.txt
LACU-O,La Cubana-Ossington(Panda+Weasel Inc.),10008,"EA -discounts, delivery fees",2025-07-02,0960435,1,20,20.00,1.05,18.95,94.73,DSCI07122025.txt
LANAYA,La Nayarita,10008,"EA -discounts, delivery fees",2025-09-26,0973492,3,15,45.00,6.92,38.08,84.63,DSCI07122025.txt
LEBGOL,Lebovic Golf Club,10008,"EA -discounts, delivery fees",2025-07-29,0964664,1,60,60.00,1.39,58.61,97.68,DSCI07122025.txt
LEGERM,Le Germain Hotel Toronto Maple Leaf Squa,10008,"EA -discounts, delivery fees",2025-07-11,0962022,1,20,20.00,1.05,18.95,94.73,DSCI07122025.txt
LEGERM,Le Germain Hotel Toronto Maple Leaf Squa,10008,"EA -discounts, delivery fees",2025-10-30,0978286,1,20,20.00,2.31,17.69,88.47,DSCI07122025.txt
LESEBI,Le Sélect Bistro,10008,"EA -discounts, delivery fees",2025-08-01,0965292,1,40,40.00,1.39,38.61,96.51,DSCI07122025.txt
LESLLI,Leslie Li,10008,"EA -discounts, delivery fees",2025-07-10,0961880,1,0,0.00,1.05,-1.05,0.00,DSCI07122025.txt
LESLLI,Leslie Li,10008,"EA -discounts, delivery fees",2025-07-10,0961880,10,0,0.00,10.54,-10.54,0.00,DSCI07122025.txt
LESLLI,Leslie Li,10008,"EA -discounts, delivery fees",2025-07-29,0964568,20,0,0.00,27.88,-27.88,0.00,DSCI07122025.txt
LESLLI,Leslie Li,10008,"EA -discounts, delivery fees",2025-07-31,0965066,10,0,0.00,13.94,-13.94,0.00,DSCI07122025.txt
LESLLI,Leslie Li,10008,"EA -discounts, delivery fees",2025-08-07,0965871,2,0,0.00,2.79,-2.79,0.00,DSCI07122025.txt
LESLLI,Leslie Li,10008,"EA -discounts, delivery fees",2025-08-18,0967516,2,0,0.00,2.79,-2.79,0.00,DSCI07122025.txt
LESLLI,Leslie Li,10008,"EA -discounts, delivery fees",2025-08-29,0969178,12,0,0.00,27.32,-27.32,0.00,DSCI07122025.txt
LESLLI,Leslie Li,10008,"EA -discounts, delivery fees",2025-09-08,0970454,4,0,0.00,9.11,-9.11,0.00,DSCI07122025.txt
LESLLI,Leslie Li,10008,"EA -discounts, delivery fees",2025-09-08,0970554,12,0,0.00,27.32,-27.32,0.00,DSCI07122025.txt
