cust_code,customer_name,item_code,item_description,invoice_date,invoice_no,quantity,price,amount,cost,profit,margin,source_file
LAIFAI,"Laissez FaireUpstairs, PM After 3pm",10330,Clam - Hardshell (Pasta),2025-11-26,0982212,5,6.5,32.50,23.12,9.38,28.85,DSCI07122025.txt
LAIFAI,"Laissez FaireUpstairs, PM After 3pm",10330,Clam - Hardshell (Pasta),2025-12-02,0983087,5,6.5,32.50,23.29,9.21,28.34,DSCI07122025.txt
LAIFAI,"Laissez FaireUpstairs, PM After 3pm",10330,Clam - Hardshell (Pasta),2025-12-05,0983651,5,6.5,32.50,23.29,9.21,28.34,DSCI07122025.txt
LAIFAI,"Laissez FaireUpstairs, PM After 3pm",10330,Clam - Hardshell (Pasta),2025-12-10,0984377,5,6.5,32.50,23.27,9.23,28.40,DSCI07122025.txt
LAIFAI,"Laissez FaireUpstairs, PM After 3pm",10330,Clam - Hardshell (Pasta),2025-12-16,0985294,5,6.5,32.50,23.29,9.21,28.33,DSCI07122025.txt
LAIFAI,"Laissez FaireUpstairs, PM After 3pm",10330,Clam - Hardshell (Pasta),2025-12-19,0985906,5,6.5,32.50,23.29,9.21,28.33,DSCI07122025.txt
LAIFAI,"Laissez FaireUpstairs, PM After 3pm",10330,Clam - Hardshell (Pasta),2025-12-23,0986477,7,6.5,45.50,32.46,13.04,28.65,DSCI07122025.txt
LAIFAI,"Laissez FaireUpstairs, PM After 3pm",10330,Clam - Hardshell (Pasta),2025-12-30,0987080,5,6.5,32.50,23.34,9.16,28.19,DSCI07122025.txt
LAV-SU,Lavelle - Sushi,10330,Clam - Hardshell (Pasta),2025-09-06,0970348,2,6.5,13.00,9.43,3.57,27.47,DSCI07122025.txt
LAVITA,La Vita Port Credit,10330,Clam - Hardshell (Pasta),2025-09-24,0973068,5,6.5,32.50,23.32,9.18,28.26,DSCI07122025.txt
LAVITA,La Vita Port Credit,10330,Clam - Hardshell (Pasta),2025-10-08,0975177,5,6.5,32.50,23.33,9.17,28.21,DSCI07122025.txt
LAVITA,La Vita Port Credit,10330,Clam - Hardshell (Pasta),2025-10-20,0976735,5,6.5,32.50,23.86,8.64,26.59,DSCI07122025.txt
LAVITA,La Vita Port Credit,10330,Clam - Hardshell (Pasta),2025-10-28,0977946,5,6.5,32.50,23.34,9.16,28.18,DSCI07122025.txt
LESEBI,Le Sélect Bistro,10330,Clam - Hardshell (Pasta),2025-08-22,0968293,15,6.5,97.50,71.29,26.21,26.88,DSCI07122025.txt
LUCIE,Lucie,10330,Clam - Hardshell (Pasta),2025-07-28,0964413,2,6.5,13.00,9.31,3.69,28.35,DSCI07122025.txt
LUNLAD,The Lunch Lady,10330,Clam - Hardshell (Pasta),2025-07-08,0961500,100,7.5,750.00,466.77,283.23,37.76,DSCI07122025.txt
LUXE,Luxe Appliance Studio,10330,Clam - Hardshell (Pasta),2025-11-22,0981797,2,7.5,15.00,9.28,5.72,38.12,DSCI07122025.txt
MAGOCL,Magna Golf Club,10330,Clam - Hardshell (Pasta),2025-07-29,0964621,10,6.5,65.00,46.57,18.43,28.35,DSCI07122025.txt
MAGOCL,Magna Golf Club,10330,Clam - Hardshell (Pasta),2025-08-02,0965407,5,6.5,32.50,23.37,9.13,28.10,DSCI07122025.txt
MAGOCL,Magna Golf Club,10330,Clam - Hardshell (Pasta),2025-08-09,0966330,5,6.5,32.50,23.60,8.90,27.40,DSCI07122025.txt
MAGOCL,Magna Golf Club,10330,Clam - Hardshell (Pasta),2025-08-14,0966976,5,7.95,39.75,24.23,15.52,39.05,DSCI07122025.txt
MAGOCL,Magna Golf Club,10330,Clam - Hardshell (Pasta),2025-09-11,0971104,5,6.5,32.50,23.48,9.02,27.75,DSCI07122025.txt
MARPIZ,Martine's Wine Bar,10330,Clam - Hardshell (Pasta),2025-09-02,0969687,10,7.5,75.00,46.92,28.08,37.44,DSCI07122025.txt
MELADE,Melrose on Adelaide,10330,Clam - Hardshell (Pasta),2025-07-03,0960688,3,6.5,19.50,14.00,5.50,28.19,DSCI07122025.txt
MELADE,Melrose on Adelaide,10330,Clam - Hardshell (Pasta),2025-07-05,0961140,2,6.5,13.00,9.34,3.66,28.19,DSCI07122025.txt
MELADE,Melrose on Adelaide,10330,Clam - Hardshell (Pasta),2025-07-07,0961240,1,6.5,6.50,4.67,1.83,28.19,DSCI07122025.txt
MELADE,Melrose on Adelaide,10330,Clam - Hardshell (Pasta),2025-07-09,0961529,1,6.5,6.50,4.67,1.83,28.19,DSCI07122025.txt
MELADE,Melrose on Adelaide,10330,Clam - Hardshell (Pasta),2025-07-10,0961750,1,6.5,6.50,4.67,1.83,28.19,DSCI07122025.txt
MELADE,Melrose on Adelaide,10330,Clam - Hardshell (Pasta),2025-07-12,0962146,1,6.5,6.50,4.68,1.82,27.98,DSCI07122025.txt
MELADE,Melrose on Adelaide,10330,Clam - Hardshell (Pasta),2025-07-14,0962288,1,6.5,6.50,4.64,1.86,28.65,DSCI07122025.txt
MELADE,Melrose on Adelaide,10330,Clam - Hardshell (Pasta),2025-07-15,0962448,1,6.5,6.50,4.62,1.88,28.88,DSCI07122025.txt
MELADE,Melrose on Adelaide,10330,Clam - Hardshell (Pasta),2025-07-17,0962814,1,6.5,6.50,4.62,1.88,28.88,DSCI07122025.txt
MELADE,Melrose on Adelaide,10330,Clam - Hardshell (Pasta),2025-07-22,0963520,2,6.5,13.00,9.29,3.71,28.52,DSCI07122025.txt
MELADE,Melrose on Adelaide,10330,Clam - Hardshell (Pasta),2025-07-25,0964114,2,6.5,13.00,9.29,3.71,28.52,DSCI07122025.txt
MELADE,Melrose on Adelaide,10330,Clam - Hardshell (Pasta),2025-07-28,0964452,1,6.5,6.50,4.66,1.84,28.35,DSCI07122025.txt
MELADE,Melrose on Adelaide,10330,Clam - Hardshell (Pasta),2025-07-31,0965017,1,6.5,6.50,4.66,1.84,28.35,DSCI07122025.txt
MELADE,Melrose on Adelaide,10330,Clam - Hardshell (Pasta),2025-08-02,0965298,1,6.5,6.50,4.66,1.84,28.35,DSCI07122025.txt
MELADE,Melrose on Adelaide,10330,Clam - Hardshell (Pasta),2025-08-08,0966111,2,6.5,13.00,9.34,3.66,28.17,DSCI07122025.txt
MELADE,Melrose on Adelaide,10330,Clam - Hardshell (Pasta),2025-08-09,0966263,1,6.5,6.50,4.72,1.78,27.40,DSCI07122025.txt
MELADE,Melrose on Adelaide,10330,Clam - Hardshell (Pasta),2025-08-12,0966608,1,6.5,6.50,4.65,1.85,28.45,DSCI07122025.txt
MELADE,Melrose on Adelaide,10330,Clam - Hardshell (Pasta),2025-08-16,0967395,2,6.5,13.00,9.63,3.37,25.96,DSCI07122025.txt
MELADE,Melrose on Adelaide,10330,Clam - Hardshell (Pasta),2025-08-21,0968033,2,6.5,13.00,9.51,3.49,26.88,DSCI07122025.txt
MELADE,Melrose on Adelaide,10330,Clam - Hardshell (Pasta),2025-08-23,0968385,2,6.5,13.00,9.39,3.61,27.73,DSCI07122025.txt
MELADE,Melrose on Adelaide,10330,Clam - Hardshell (Pasta),2025-09-03,0969703,1,6.5,6.50,4.69,1.81,27.81,DSCI07122025.txt
MELADE,Melrose on Adelaide,10330,Clam - Hardshell (Pasta),2025-09-09,0970626,1,6.5,6.50,4.68,1.82,27.94,DSCI07122025.txt
MELADE,Melrose on Adelaide,10330,Clam - Hardshell (Pasta),2025-09-12,0971153,2,6.5,13.00,9.39,3.61,27.75,DSCI07122025.txt
MELADE,Melrose on Adelaide,10330,Clam - Hardshell (Pasta),2025-09-13,0971367,3,6.5,19.50,14.09,5.41,27.75,DSCI07122025.txt
MELADE,Melrose on Adelaide,10330,Clam - Hardshell (Pasta),2025-09-16,0971689,1,6.5,6.50,4.71,1.79,27.60,DSCI07122025.txt
MELADE,Melrose on Adelaide,10330,Clam - Hardshell (Pasta),2025-09-19,0972237,1,6.5,6.50,4.66,1.84,28.30,DSCI07122025.txt
MELADE,Melrose on Adelaide,10330,Clam - Hardshell (Pasta),2025-09-20,0972449,1,6.5,6.50,4.68,1.82,27.97,DSCI07122025.txt
MELADE,Melrose on Adelaide,10330,Clam - Hardshell (Pasta),2025-09-22,0972636,1,6.5,6.50,4.66,1.84,28.26,DSCI07122025.txt
MELADE,Melrose on Adelaide,10330,Clam - Hardshell (Pasta),2025-09-27,0973507,2,6.5,13.00,9.36,3.64,27.98,DSCI07122025.txt
MORETC,Caffe Moretti - Cartwright,10330,Clam - Hardshell (Pasta),2025-07-16,0962654,5,6.5,32.50,23.11,9.39,28.88,DSCI07122025.txt
MORETC,Caffe Moretti - Cartwright,10330,Clam - Hardshell (Pasta),2025-07-29,0964610,5,6.5,32.50,23.29,9.21,28.35,DSCI07122025.txt
MORETC,Caffe Moretti - Cartwright,10330,Clam - Hardshell (Pasta),2025-08-13,0966774,5,6.5,32.50,23.32,9.18,28.25,DSCI07122025.txt
MORETC,Caffe Moretti - Cartwright,10330,Clam - Hardshell (Pasta),2025-08-19,0967713,5,6.5,32.50,23.76,8.74,26.88,DSCI07122025.txt
MORETC,Caffe Moretti - Cartwright,10330,Clam - Hardshell (Pasta),2025-09-17,0972010,5,6.5,32.50,23.30,9.20,28.30,DSCI07122025.txt
MORETC,Caffe Moretti - Cartwright,10330,Clam - Hardshell (Pasta),2025-10-07,0974929,5,6.5,32.50,23.33,9.17,28.21,DSCI07122025.txt
MORETC,Caffe Moretti - Cartwright,10330,Clam - Hardshell (Pasta),2025-10-21,0976946,7,6.5,45.50,33.40,12.10,26.59,DSCI07122025.txt
MORETC,Caffe Moretti - Cartwright,10330,Clam - Hardshell (Pasta),2025-11-04,0978994,5,6.5,32.50,23.39,9.11,28.04,DSCI07122025.txt
MORETC,Caffe Moretti - Cartwright,10330,Clam - Hardshell (Pasta),2025-11-19,0981215,5,6.5,32.50,23.21,9.29,28.59,DSCI07122025.txt
MORETC,Caffe Moretti - Cartwright,10330,Clam - Hardshell (Pasta),2025-12-02,0983108,5,6.5,32.50,23.29,9.21,28.34,DSCI07122025.txt
MORETC,Caffe Moretti - Cartwright,10330,Clam - Hardshell (Pasta),2025-12-17,0985514,6,6.5,39.00,27.95,11.05,28.33,DSCI07122025.txt
MORETT,Moretti Toronto - Pizzeria Moretti,10330,Clam - Hardshell (Pasta),2025-07-04,0960974,5,6.5,32.50,23.34,9.16,28.19,DSCI07122025.txt
MORETT,Moretti Toronto - Pizzeria Moretti,10330,Clam - Hardshell (Pasta),2025-07-07,0961283,5,6.5,32.50,23.34,9.16,28.19,DSCI07122025.txt
MORETT,Moretti Toronto - Pizzeria Moretti,10330,Clam - Hardshell (Pasta),2025-07-11,0962047,3,6.5,19.50,14.00,5.50,28.19,DSCI07122025.txt
MORETT,Moretti Toronto - Pizzeria Moretti,10330,Clam - Hardshell (Pasta),2025-07-15,0962527,5,6.5,32.50,23.11,9.39,28.88,DSCI07122025.txt
MORETT,Moretti Toronto - Pizzeria Moretti,10330,Clam - Hardshell (Pasta),2025-07-18,0963131,5,6.5,32.50,23.30,9.20,28.29,DSCI07122025.txt
MORETT,Moretti Toronto - Pizzeria Moretti,10330,Clam - Hardshell (Pasta),2025-07-23,0963674,5,6.5,32.50,23.23,9.27,28.52,DSCI07122025.txt
MORETT,Moretti Toronto - Pizzeria Moretti,10330,Clam - Hardshell (Pasta),2025-08-01,0965255,3,6.5,19.50,13.97,5.53,28.35,DSCI07122025.txt
MORETT,Moretti Toronto - Pizzeria Moretti,10330,Clam - Hardshell (Pasta),2025-08-08,0966249,5,6.5,32.50,23.60,8.90,27.40,DSCI07122025.txt
MORETT,Moretti Toronto - Pizzeria Moretti,10330,Clam - Hardshell (Pasta),2025-08-11,0966542,4,6.5,26.00,18.76,7.24,27.84,DSCI07122025.txt
MORETT,Moretti Toronto - Pizzeria Moretti,10330,Clam - Hardshell (Pasta),2025-08-18,0967553,5,6.5,32.50,23.76,8.74,26.88,DSCI07122025.txt
MORETT,Moretti Toronto - Pizzeria Moretti,10330,Clam - Hardshell (Pasta),2025-09-04,0970028,3,6.5,19.50,14.08,5.42,27.81,DSCI07122025.txt
MORETT,Moretti Toronto - Pizzeria Moretti,10330,Clam - Hardshell (Pasta),2025-09-06,0970404,5,6.5,32.50,23.48,9.02,27.77,DSCI07122025.txt
MORETT,Moretti Toronto - Pizzeria Moretti,10330,Clam - Hardshell (Pasta),2025-09-16,0971766,5,6.5,32.50,23.53,8.97,27.60,DSCI07122025.txt
MORETT,Moretti Toronto - Pizzeria Moretti,10330,Clam - Hardshell (Pasta),2025-09-20,0972537,5,6.5,32.50,23.32,9.18,28.26,DSCI07122025.txt
MORETT,Moretti Toronto - Pizzeria Moretti,10330,Clam - Hardshell (Pasta),2025-10-03,0974513,5,6.5,32.50,23.32,9.18,28.23,DSCI07122025.txt
MORETT,Moretti Toronto - Pizzeria Moretti,10330,Clam - Hardshell (Pasta),2025-10-14,0975977,5,6.5,32.50,23.30,9.20,28.32,DSCI07122025.txt
MORETT,Moretti Toronto - Pizzeria Moretti,10330,Clam - Hardshell (Pasta),2025-10-22,0977205,3,6.5,19.50,14.00,5.50,28.18,DSCI07122025.txt
MORETT,Moretti Toronto - Pizzeria Moretti,10330,Clam - Hardshell (Pasta),2025-10-27,0977904,5,6.5,32.50,23.34,9.16,28.18,DSCI07122025.txt
MORETT,Moretti Toronto - Pizzeria Moretti,10330,Clam - Hardshell (Pasta),2025-11-07,0979603,5,6.5,32.50,23.37,9.13,28.08,DSCI07122025.txt
MORETT,Moretti Toronto - Pizzeria Moretti,10330,Clam - Hardshell (Pasta),2025-11-14,0980672,5,7.95,39.75,23.29,16.46,41.40,DSCI07122025.txt
MORETT,Moretti Toronto - Pizzeria Moretti,10330,Clam - Hardshell (Pasta),2025-11-21,0981672,5,6.5,32.50,23.21,9.29,28.59,DSCI07122025.txt
MORETT,Moretti Toronto - Pizzeria Moretti,10330,Clam - Hardshell (Pasta),2025-11-29,0982770,5,6.5,32.50,23.25,9.25,28.48,DSCI07122025.txt
MORETT,Moretti Toronto - Pizzeria Moretti,10330,Clam - Hardshell (Pasta),2025-12-05,0983823,5,6.5,32.50,23.38,9.12,28.07,DSCI07122025.txt
MORETT,Moretti Toronto - Pizzeria Moretti,10330,Clam - Hardshell (Pasta),2025-12-08,0984108,5,6.5,32.50,23.27,9.23,28.40,DSCI07122025.txt
MORETT,Moretti Toronto - Pizzeria Moretti,10330,Clam - Hardshell (Pasta),2025-12-20,0986173,5,6.5,32.50,23.29,9.21,28.33,DSCI07122025.txt
O&B-JO,O&B - The  Joneses,10330,Clam - Hardshell (Pasta),2025-10-10,0975517,5,6.5,32.50,23.37,9.13,28.08,DSCI07122025.txt
O&B-JO,O&B - The  Joneses,10330,Clam - Hardshell (Pasta),2025-10-16,0976213,5,6.5,32.50,23.25,9.25,28.47,DSCI07122025.txt
O&B-JO,O&B - The  Joneses,10330,Clam - Hardshell (Pasta),2025-10-17,0976390,3,6.5,19.50,14.13,5.37,27.54,DSCI07122025.txt
O&B-JO,O&B - The  Joneses,10330,Clam - Hardshell (Pasta),2025-10-18,0976639,5,6.5,32.50,23.55,8.95,27.54,DSCI07122025.txt
O&B-JO,O&B - The  Joneses,10330,Clam - Hardshell (Pasta),2025-10-20,0976804,5,6.5,32.50,23.86,8.64,26.59,DSCI07122025.txt
O&B-JO,O&B - The  Joneses,10330,Clam - Hardshell (Pasta),2025-10-23,0977335,5,6.5,32.50,23.38,9.12,28.06,DSCI07122025.txt
O&B-JO,O&B - The  Joneses,10330,Clam - Hardshell (Pasta),2025-10-24,0977521,10,6.5,65.00,46.76,18.24,28.06,DSCI07122025.txt
O&B-JO,O&B - The  Joneses,10330,Clam - Hardshell (Pasta),2025-10-25,0977645,20,6.5,130.00,93.36,36.64,28.18,DSCI07122025.txt
O&B-JO,O&B - The  Joneses,10330,Clam - Hardshell (Pasta),2025-10-27,0977829,10,6.5,65.00,46.68,18.32,28.18,DSCI07122025.txt
O&B-JO,O&B - The  Joneses,10330,Clam - Hardshell (Pasta),2025-10-28,0977951,20,6.5,130.00,93.36,36.64,28.18,DSCI07122025.txt
O&B-JO,O&B - The  Joneses,10330,Clam - Hardshell (Pasta),2025-11-05,0979181,10,6.5,65.00,46.58,18.42,28.34,DSCI07122025.txt
O&B-JO,O&B - The  Joneses,10330,Clam - Hardshell (Pasta),2025-11-06,0979287,10,6.5,65.00,46.58,18.42,28.34,DSCI07122025.txt
O&B-JO,O&B - The  Joneses,10330,Clam - Hardshell (Pasta),2025-11-10,0979877,10,6.5,65.00,50.00,15.00,23.08,DSCI07122025.txt
O&B-JO,O&B - The  Joneses,10330,Clam - Hardshell (Pasta),2025-11-15,0980694,10,6.5,65.00,46.58,18.42,28.33,DSCI07122025.txt
O&B-JO,O&B - The  Joneses,10330,Clam - Hardshell (Pasta),2025-11-19,0981172,15,6.5,97.50,69.62,27.88,28.59,DSCI07122025.txt
O&B-JO,O&B - The  Joneses,10330,Clam - Hardshell (Pasta),2025-11-21,0981559,20,6.5,130.00,92.83,37.17,28.59,DSCI07122025.txt
O&B-JO,O&B - The  Joneses,10330,Clam - Hardshell (Pasta),2025-11-25,0982083,15,6.5,97.50,69.37,28.13,28.85,DSCI07122025.txt
O&B-JO,O&B - The  Joneses,10330,Clam - Hardshell (Pasta),2025-12-01,0983039,10,6.5,65.00,46.58,18.42,28.34,DSCI07122025.txt
O&B-JO,O&B - The  Joneses,10330,Clam - Hardshell (Pasta),2025-12-02,0983141,20,6.5,130.00,93.16,36.84,28.34,DSCI07122025.txt
O&B-JO,O&B - The  Joneses,10330,Clam - Hardshell (Pasta),2025-12-03,0983318,10,6.5,65.00,46.58,18.42,28.34,DSCI07122025.txt
O&B-JO,O&B - The  Joneses,10330,Clam - Hardshell (Pasta),2025-12-05,0983704,15,6.5,97.50,69.87,27.63,28.34,DSCI07122025.txt
O&B-JO,O&B - The  Joneses,10330,Clam - Hardshell (Pasta),2025-12-09,0984251,20,6.5,130.00,93.08,36.92,28.40,DSCI07122025.txt
O&B-JO,O&B - The  Joneses,10330,Clam - Hardshell (Pasta),2025-12-11,0984608,10,6.5,65.00,46.54,18.46,28.40,DSCI07122025.txt
O&B-JO,O&B - The  Joneses,10330,Clam - Hardshell (Pasta),2025-12-12,0984856,15,6.5,97.50,70.07,27.43,28.14,DSCI07122025.txt
O&B-JO,O&B - The  Joneses,10330,Clam - Hardshell (Pasta),2025-12-17,0985538,20,6.5,130.00,93.18,36.82,28.33,DSCI07122025.txt
O&B-JO,O&B - The  Joneses,10330,Clam - Hardshell (Pasta),2025-12-19,0985993,15,6.5,97.50,69.88,27.62,28.33,DSCI07122025.txt
O&B-JO,O&B - The  Joneses,10330,Clam - Hardshell (Pasta),2025-12-27,0986672,5,6.5,32.50,23.28,9.22,28.36,DSCI07122025.txt
O&B-SE,OBR Selby,10330,Clam - Hardshell (Pasta),2025-07-08,0961451,5,6.5,32.50,23.34,9.16,28.19,DSCI07122025.txt
O&B-SE,OBR Selby,10330,Clam - Hardshell (Pasta),2025-07-14,0962293,10,6.5,65.00,46.38,18.62,28.65,DSCI07122025.txt
O&B-SE,OBR Selby,10330,Clam - Hardshell (Pasta),2025-07-31,0965011,5,6.5,32.50,23.29,9.21,28.35,DSCI07122025.txt
O&B-SE,OBR Selby,10330,Clam - Hardshell (Pasta),2025-08-05,0965554,5,6.5,32.50,23.20,9.30,28.62,DSCI07122025.txt
O&B-SE,OBR Selby,10330,Clam - Hardshell (Pasta),2025-08-08,0966080,10,6.5,65.00,46.69,18.31,28.17,DSCI07122025.txt
O&B-SE,OBR Selby,10330,Clam - Hardshell (Pasta),2025-08-09,0966344,10,6.5,65.00,47.19,17.81,27.40,DSCI07122025.txt
O&B-SE,OBR Selby,10330,Clam - Hardshell (Pasta),2025-08-23,0968487,5,6.5,32.50,23.49,9.01,27.73,DSCI07122025.txt
O&B-SE,OBR Selby,10330,Clam - Hardshell (Pasta),2025-08-27,0968894,5,6.5,32.50,23.57,8.93,27.46,DSCI07122025.txt
O&B-SE,OBR Selby,10330,Clam - Hardshell (Pasta),2025-08-28,0969005,10,6.5,65.00,47.15,17.85,27.46,DSCI07122025.txt
O&B-SE,OBR Selby,10330,Clam - Hardshell (Pasta),2025-09-08,0970468,5,6.5,32.50,23.48,9.02,27.77,DSCI07122025.txt
O&B-SE,OBR Selby,10330,Clam - Hardshell (Pasta),2025-09-13,0971464,5,6.5,32.50,23.33,9.17,28.21,DSCI07122025.txt
O&B-SE,OBR Selby,10330,Clam - Hardshell (Pasta),2025-09-15,0971577,10,6.5,65.00,46.74,18.26,28.09,DSCI07122025.txt
O&B-SE,OBR Selby,10330,Clam - Hardshell (Pasta),2025-09-20,0972505,5,6.5,32.50,23.41,9.09,27.97,DSCI07122025.txt
O&B-SE,OBR Selby,10330,Clam - Hardshell (Pasta),2025-09-23,0972790,5,6.5,32.50,23.32,9.18,28.26,DSCI07122025.txt
O&B-SE,OBR Selby,10330,Clam - Hardshell (Pasta),2025-09-26,0973336,10,6.5,65.00,46.63,18.37,28.26,DSCI07122025.txt
O&B-SE,OBR Selby,10330,Clam - Hardshell (Pasta),2025-09-29,0973730,3,6.5,19.50,13.99,5.51,28.23,DSCI07122025.txt
O&B-SE,OBR Selby,10330,Clam - Hardshell (Pasta),2025-09-30,0973856,10,6.5,65.00,46.65,18.35,28.23,DSCI07122025.txt
O&B-SE,OBR Selby,10330,Clam - Hardshell (Pasta),2025-10-03,0974475,10,6.5,65.00,46.65,18.35,28.23,DSCI07122025.txt
O&B-SE,OBR Selby,10330,Clam - Hardshell (Pasta),2025-10-07,0974969,5,6.5,32.50,23.33,9.17,28.21,DSCI07122025.txt
O&B-SE,OBR Selby,10330,Clam - Hardshell (Pasta),2025-10-10,0975478,10,6.5,65.00,46.75,18.25,28.08,DSCI07122025.txt
O&B-SE,OBR Selby,10330,Clam - Hardshell (Pasta),2025-10-11,0975686,10,6.5,65.00,46.75,18.25,28.08,DSCI07122025.txt
O&B-SE,OBR Selby,10330,Clam - Hardshell (Pasta),2025-10-17,0976496,10,6.5,65.00,47.10,17.90,27.54,DSCI07122025.txt
O&B-SE,OBR Selby,10330,Clam - Hardshell (Pasta),2025-10-20,0976794,10,6.5,65.00,47.71,17.29,26.59,DSCI07122025.txt
O&B-SE,OBR Selby,10330,Clam - Hardshell (Pasta),2025-10-23,0977286,5,6.5,32.50,23.38,9.12,28.06,DSCI07122025.txt
O&B-SE,OBR Selby,10330,Clam - Hardshell (Pasta),2025-10-27,0977844,5,6.5,32.50,23.34,9.16,28.18,DSCI07122025.txt
O&B-SE,OBR Selby,10330,Clam - Hardshell (Pasta),2025-10-29,0978107,8,6.5,52.00,37.34,14.66,28.18,DSCI07122025.txt
O&B-SE,OBR Selby,10330,Clam - Hardshell (Pasta),2025-11-01,0978675,10,6.5,65.00,46.83,18.17,27.96,DSCI07122025.txt
O&B-SE,OBR Selby,10330,Clam - Hardshell (Pasta),2025-11-04,0978972,5,6.5,32.50,23.39,9.11,28.04,DSCI07122025.txt
O&B-SE,OBR Selby,10330,Clam - Hardshell (Pasta),2025-11-07,0979531,5,6.5,32.50,23.37,9.13,28.08,DSCI07122025.txt
O&B-SE,OBR Selby,10330,Clam - Hardshell (Pasta),2025-11-10,0979857,6,6.5,39.00,30.00,9.00,23.08,DSCI07122025.txt
O&B-SE,OBR Selby,10330,Clam - Hardshell (Pasta),2025-11-14,0980570,5,6.5,32.50,23.29,9.21,28.33,DSCI07122025.txt
O&B-SE,OBR Selby,10330,Clam - Hardshell (Pasta),2025-11-18,0981067,5,6.5,32.50,23.21,9.29,28.59,DSCI07122025.txt
O&B-SE,OBR Selby,10330,Clam - Hardshell (Pasta),2025-11-21,0981630,5,6.5,32.50,23.21,9.29,28.59,DSCI07122025.txt
O&B-SE,OBR Selby,10330,Clam - Hardshell (Pasta),2025-11-24,0981915,10,6.5,65.00,46.25,18.75,28.85,DSCI07122025.txt
O&B-SE,OBR Selby,10330,Clam - Hardshell (Pasta),2025-11-28,0982569,5,6.5,32.50,23.12,9.38,28.85,DSCI07122025.txt
O&B-SE,OBR Selby,10330,Clam - Hardshell (Pasta),2025-12-02,0983070,10,6.5,65.00,46.58,18.42,28.34,DSCI07122025.txt
O&B-SE,OBR Selby,10330,Clam - Hardshell (Pasta),2025-12-05,0983698,10,6.5,65.00,46.58,18.42,28.34,DSCI07122025.txt
O&B-SE,OBR Selby,10330,Clam - Hardshell (Pasta),2025-12-06,0983856,10,6.5,65.00,46.75,18.25,28.07,DSCI07122025.txt
O&B-SE,OBR Selby,10330,Clam - Hardshell (Pasta),2025-12-13,0985058,10,6.5,65.00,46.78,18.22,28.03,DSCI07122025.txt
O&B-SE,OBR Selby,10330,Clam - Hardshell (Pasta),2025-12-15,0985138,10,6.5,65.00,46.59,18.41,28.33,DSCI07122025.txt
O&B-SE,OBR Selby,10330,Clam - Hardshell (Pasta),2025-12-19,0985881,10,6.5,65.00,46.59,18.41,28.33,DSCI07122025.txt
O&B-SE,OBR Selby,10330,Clam - Hardshell (Pasta),2025-12-24,0986583,10,6.5,65.00,46.57,18.43,28.36,DSCI07122025.txt
O&B-SE,OBR Selby,10330,Clam - Hardshell (Pasta),2025-12-27,0986656,10,6.5,65.00,46.57,18.43,28.36,DSCI07122025.txt
OLDE,Just An Olde Fashion Butchery,10330,Clam - Hardshell (Pasta),2025-11-19,0981268,2.5,6.5,16.25,11.60,4.65,28.59,DSCI07122025.txt
ONE,One Restaurant,10330,Clam - Hardshell (Pasta),2025-08-28,0969033,10,7.5,75.00,47.15,27.85,37.13,DSCI07122025.txt
ONE-JA,One Time Customer - Jako,10330,Clam - Hardshell (Pasta),2025-12-27,0986610,1,7.5,7.50,4.70,2.80,37.34,DSCI07122025.txt
OSTGIU,Osteria Giulia,10330,Clam - Hardshell (Pasta),2025-11-24,0981973,5,7.5,37.50,23.12,14.38,38.33,DSCI07122025.txt
OSTGIU,Osteria Giulia,10330,Clam - Hardshell (Pasta),2025-12-30,0987116,5,7.5,37.50,23.34,14.16,37.77,DSCI07122025.txt
PADELL,Padella Italian Eatery,10330,Clam - Hardshell (Pasta),2025-08-01,0965145,2,6.5,13.00,9.31,3.69,28.35,DSCI07122025.txt
PADELL,Padella Italian Eatery,10330,Clam - Hardshell (Pasta),2025-08-15,0967198,2,6.5,13.00,9.63,3.37,25.96,DSCI07122025.txt
PADELL,Padella Italian Eatery,10330,Clam - Hardshell (Pasta),2025-08-22,0968274,2,6.5,13.00,9.51,3.49,26.88,DSCI07122025.txt
PADELL,Padella Italian Eatery,10330,Clam - Hardshell (Pasta),2025-08-29,0969272,2,6.5,13.00,9.43,3.57,27.46,DSCI07122025.txt
PADELL,Padella Italian Eatery,10330,Clam - Hardshell (Pasta),2025-09-12,0971283,2,6.5,13.00,9.39,3.61,27.75,DSCI07122025.txt
PADELL,Padella Italian Eatery,10330,Clam - Hardshell (Pasta),2025-10-17,0976484,2,6.5,13.00,9.42,3.58,27.54,DSCI07122025.txt
PADELL,Padella Italian Eatery,10330,Clam - Hardshell (Pasta),2025-11-27,0982511,2,6.5,13.00,9.25,3.75,28.85,DSCI07122025.txt
PATRIA,Patria,10330,Clam - Hardshell (Pasta),2025-07-29,0964569,5,6.5,32.50,23.29,9.21,28.35,DSCI07122025.txt
PATRIA,Patria,10330,Clam - Hardshell (Pasta),2025-08-16,0967353,5,6.5,32.50,24.06,8.44,25.96,DSCI07122025.txt
PATRIA,Patria,10330,Clam - Hardshell (Pasta),2025-08-19,0967672,5,6.5,32.50,23.76,8.74,26.88,DSCI07122025.txt
PATRIA,Patria,10330,Clam - Hardshell (Pasta),2025-09-06,0970341,5,6.5,32.50,23.57,8.93,27.47,DSCI07122025.txt
