cust_code,customer_name,item_code,item_description,invoice_date,invoice_no,quantity,price,amount,cost,profit,margin,source_file
OSTGIU,Osteria Giulia,11008,Lobster (1.5),2026-03-09,0996133,12.3,22.95,282.29,241.91,40.38,14.30,DSCI.txt
PEADIV,Pearl Diver,11008,Lobster (1.5),2026-03-12,0996603,3.95,26.95,106.45,77.69,28.76,27.02,DSCI.txt
PRISEA,Prime Seafood Palace,11008,Lobster (1.5),2026-03-11,0996428,22.7,26.95,611.77,446.45,165.32,27.02,DSCI.txt
AKINRE,aKin Restaurant,11010,Lobster (1.75 - 2 LB),2026-03-10,0996289,28.2,24.95,703.59,615.98,87.61,12.45,DSCI.txt
AKINRE,aKin Restaurant,11010,Lobster (1.75 - 2 LB),2026-03-11,0996466,27.2,24.95,678.64,618.47,60.17,8.87,DSCI.txt
AKINRE,aKin Restaurant,11010,Lobster (1.75 - 2 LB),2026-03-11,0996471,-51.5,24.95,-1284.93,-1171.00,-113.93,8.87,DSCI.txt
AKINRE,aKin Restaurant,11010,Lobster (1.75 - 2 LB),2026-03-11,0996471,51.5,22.5,1158.75,1171.00,-12.25,-1.06,DSCI.txt
AKINRE,aKin Restaurant,11010,Lobster (1.75 - 2 LB),2026-03-11,0996471,-27.7,24.95,-691.12,-629.84,-61.28,8.87,DSCI.txt
AKINRE,aKin Restaurant,11010,Lobster (1.75 - 2 LB),2026-03-11,0996471,27.7,22.5,623.25,629.84,-6.59,-1.06,DSCI.txt
AKINRE,aKin Restaurant,11010,Lobster (1.75 - 2 LB),2026-03-11,0996471,-27.9,24.95,-696.11,-634.39,-61.72,8.87,DSCI.txt
AKINRE,aKin Restaurant,11010,Lobster (1.75 - 2 LB),2026-03-11,0996471,27.9,22.5,627.75,634.39,-6.64,-1.06,DSCI.txt
AKINRE,aKin Restaurant,11010,Lobster (1.75 - 2 LB),2026-03-11,0996471,-26.85,24.95,-669.91,-610.51,-59.40,8.87,DSCI.txt
AKINRE,aKin Restaurant,11010,Lobster (1.75 - 2 LB),2026-03-11,0996471,26.85,22.5,604.13,610.51,-6.38,-1.06,DSCI.txt
AKINRE,aKin Restaurant,11010,Lobster (1.75 - 2 LB),2026-03-11,0996471,-27.8,24.95,-693.61,-632.11,-61.50,8.87,DSCI.txt
AKINRE,aKin Restaurant,11010,Lobster (1.75 - 2 LB),2026-03-11,0996471,27.8,22.5,625.50,632.11,-6.61,-1.06,DSCI.txt
AKINRE,aKin Restaurant,11010,Lobster (1.75 - 2 LB),2026-03-11,0996471,-25.8,24.95,-643.71,-586.64,-57.07,8.87,DSCI.txt
AKINRE,aKin Restaurant,11010,Lobster (1.75 - 2 LB),2026-03-11,0996471,25.8,22.5,580.50,586.64,-6.14,-1.06,DSCI.txt
AKINRE,aKin Restaurant,11010,Lobster (1.75 - 2 LB),2026-03-11,0996471,-28.2,24.95,-703.59,-641.21,-62.38,8.87,DSCI.txt
AKINRE,aKin Restaurant,11010,Lobster (1.75 - 2 LB),2026-03-11,0996471,28.2,22.5,634.50,641.21,-6.71,-1.06,DSCI.txt
AKINRE,aKin Restaurant,11010,Lobster (1.75 - 2 LB),2026-03-11,0996471,-27.2,24.95,-678.64,-618.47,-60.17,8.87,DSCI.txt
AKINRE,aKin Restaurant,11010,Lobster (1.75 - 2 LB),2026-03-11,0996471,27.2,22.5,612.00,618.47,-6.47,-1.06,DSCI.txt
AKINRE,aKin Restaurant,11010,Lobster (1.75 - 2 LB),2026-03-12,0996600,28.4,22.5,639.00,634.04,4.96,0.78,DSCI.txt
AKINRE,aKin Restaurant,11010,Lobster (1.75 - 2 LB),2026-03-13,0996760,56,23.5,1316.00,1250.22,65.78,5.00,DSCI.txt
ONE-AZ,One Time Customer AZ,11010,Lobster (1.75 - 2 LB),2026-03-09,0996172,21.7,27.95,606.52,474.00,132.52,21.85,DSCI.txt
CHASPE,Chapman's Specialty Foods,11015,Lobster (2 - 3 LB),2026-03-12,0996626,14.7,31.95,469.67,277.24,192.43,40.97,DSCI.txt
FOODUF,The Food Dudes - FDX,11015,Lobster (2 - 3 LB),2026-03-10,0996284,80.5,31.95,2571.98,1518.20,1053.78,40.97,DSCI.txt
AXIEL,Axiel Foods - MCEWAN GROUP,11020,Lobster (special),2026-03-09,0996154,5.3,8.95,47.44,55.37,-7.93,-16.72,DSCI.txt
AXIELR,Axiel Foods - Retail Web,11020,Lobster (special),2026-03-14,0996944,2,37.2,74.40,26.49,47.91,64.39,DSCI.txt
AXIELR,Axiel Foods - Retail Web,11020,Lobster (special),2026-03-14,0996944,4,37.2,148.80,52.99,95.81,64.39,DSCI.txt
LANAYA,La Nayarita,11020,Lobster (special),2026-03-10,0996255,3.1,49.95,154.85,32.39,122.46,79.08,DSCI.txt
MORETT,Moretti Toronto - Pizzeria Moretti,11020,Lobster (special),2026-03-13,0996754,5.8,4.95,28.71,76.84,-48.13,-167.62,DSCI.txt
GIO,Gio Rana's Really Really Nice Restaurant,11110,Lobster Bisque 4/64oz,2026-03-13,0996779,4,25.95,103.80,63.99,39.81,38.35,DSCI.txt
CASPAC,Casa Paco,12015,Monkfish Tails (whole),2026-03-14,0996819,7.9,11.95,94.41,45.93,48.48,51.35,DSCI.txt
SAMRES,Sammarco Restaurant Inc.,12015,Monkfish Tails (whole),2026-03-11,0996381,4.9,11.95,58.56,28.49,30.07,51.35,DSCI.txt
SAMRES,Sammarco Restaurant Inc.,12015,Monkfish Tails (whole),2026-03-14,0996912,4.6,11.95,54.97,26.75,28.22,51.34,DSCI.txt
VIN-YO,Vintage Conservatory - Yorkville,12015,Monkfish Tails (whole),2026-03-10,0996264,4.3,11.95,51.39,25.00,26.39,51.35,DSCI.txt
12TAB,12 Tables,12020,Mussel-Organic PEI / NF,2026-03-10,0996270,10,2.95,29.50,19.52,9.98,33.82,DSCI.txt
3SPEED,The  3 Speed,12020,Mussel-Organic PEI / NF,2026-03-09,0996094,25,2.95,73.75,48.81,24.94,33.82,DSCI.txt
3SPEED,The  3 Speed,12020,Mussel-Organic PEI / NF,2026-03-13,0996704,25,2.95,73.75,48.48,25.27,34.27,DSCI.txt
ABRIEL,Abrielle,12020,Mussel-Organic PEI / NF,2026-03-12,0996509,1,2.95,2.95,1.94,1.01,34.27,DSCI.txt
AGO-E,Art Gallery Of Ontario-Events,12020,Mussel-Organic PEI / NF,2026-03-14,0996816,2,2.95,5.90,3.88,2.02,34.27,DSCI.txt
ASTGRE,Astoria Great Hall,12020,Mussel-Organic PEI / NF,2026-03-09,0996089,5,2.95,14.75,9.76,4.99,33.82,DSCI.txt
ASTGRE,Astoria Great Hall,12020,Mussel-Organic PEI / NF,2026-03-14,0996868,5,2.95,14.75,9.70,5.05,34.27,DSCI.txt
ASTGRE,Astoria Great Hall,12020,Mussel-Organic PEI / NF,2026-03-16,0996958,15,2.95,44.25,29.03,15.22,34.39,DSCI.txt
ATHENS,Athens,12020,Mussel-Organic PEI / NF,2026-03-13,0996657,5,2.95,14.75,9.70,5.05,34.27,DSCI.txt
AXIEL,Axiel Foods - MCEWAN GROUP,12020,Mussel-Organic PEI / NF,2026-03-14,0996927,5,2.25,11.25,9.68,1.57,13.98,DSCI.txt
AXIELR,Axiel Foods - Retail Web,12020,Mussel-Organic PEI / NF,2026-03-14,0996944,4,2.79,11.16,7.74,3.42,30.63,DSCI.txt
AXIELR,Axiel Foods - Retail Web,12020,Mussel-Organic PEI / NF,2026-03-14,0996944,6,2.79,16.74,11.61,5.13,30.63,DSCI.txt
AXIELR,Axiel Foods - Retail Web,12020,Mussel-Organic PEI / NF,2026-03-14,0996944,8,3.08,24.61,15.48,9.13,37.08,DSCI.txt
BARNST,Barnsteiner's,12020,Mussel-Organic PEI / NF,2026-03-12,0996545,5,2.95,14.75,9.70,5.05,34.27,DSCI.txt
BERTAV,The Berczy Tavern,12020,Mussel-Organic PEI / NF,2026-03-12,0996604,10,2.95,29.50,19.39,10.11,34.27,DSCI.txt
BIFF,Oliver & Bonacini 33 Yonge Ltd. O/A Biff,12020,Mussel-Organic PEI / NF,2026-03-12,0996548,10,2.65,26.50,19.39,7.11,26.83,DSCI.txt
BIFF,Oliver & Bonacini 33 Yonge Ltd. O/A Biff,12020,Mussel-Organic PEI / NF,2026-03-13,0996661,10,2.65,26.50,19.39,7.11,26.83,DSCI.txt
BIFF,Oliver & Bonacini 33 Yonge Ltd. O/A Biff,12020,Mussel-Organic PEI / NF,2026-03-14,0996848,10,2.65,26.50,19.39,7.11,26.83,DSCI.txt
CARBAR,Carbon Bar,12020,Mussel-Organic PEI / NF,2026-03-09,0996056,2,2.95,5.90,3.90,2.00,33.82,DSCI.txt
CARBAR,Carbon Bar,12020,Mussel-Organic PEI / NF,2026-03-14,0996876,5,2.95,14.75,9.70,5.05,34.27,DSCI.txt
CIABEL,Ciao Bella -W,12020,Mussel-Organic PEI / NF,2026-03-11,0996340,1,2.65,2.65,1.95,0.70,26.33,DSCI.txt
CNTOWE,CN Tower,12020,Mussel-Organic PEI / NF,2026-03-09,0996156,100,2.2,220.00,195.24,24.76,11.26,DSCI.txt
CNTOWE,CN Tower,12020,Mussel-Organic PEI / NF,2026-03-13,0996782,200,2.2,440.00,387.81,52.19,11.86,DSCI.txt
CNTOWE,CN Tower,12020,Mussel-Organic PEI / NF,2026-03-16,0997022,150,2.2,330.00,290.33,39.67,12.02,DSCI.txt
COUCUI,Couture Cuisine Corp /Graydon Hall Manor,12020,Mussel-Organic PEI / NF,2026-03-11,0996357,2,2.95,5.90,3.90,2.00,33.82,DSCI.txt
CUCCI,Cucci Ristorante Inc.,12020,Mussel-Organic PEI / NF,2026-03-09,0996110,3,2.95,8.85,5.86,2.99,33.82,DSCI.txt
DANICO,DaNico Restaurant,12020,Mussel-Organic PEI / NF,2026-03-11,0996459,5,2.95,14.75,9.76,4.99,33.82,DSCI.txt
DAPHNE,Daphne,12020,Mussel-Organic PEI / NF,2026-03-09,0996136,15,2.65,39.75,29.29,10.46,26.33,DSCI.txt
DAPHNE,Daphne,12020,Mussel-Organic PEI / NF,2026-03-12,0996552,10,2.65,26.50,19.39,7.11,26.83,DSCI.txt
DAPHNE,Daphne,12020,Mussel-Organic PEI / NF,2026-03-16,0997048,10,2.65,26.50,19.36,7.14,26.96,DSCI.txt
GIO,Gio Rana's Really Really Nice Restaurant,12020,Mussel-Organic PEI / NF,2026-03-10,0996307,5,2.95,14.75,9.76,4.99,33.82,DSCI.txt
GIO,Gio Rana's Really Really Nice Restaurant,12020,Mussel-Organic PEI / NF,2026-03-13,0996779,10,2.95,29.50,19.39,10.11,34.27,DSCI.txt
GIURES,Giulietta Restaurant,12020,Mussel-Organic PEI / NF,2026-03-11,0996353,5,2.95,14.75,9.76,4.99,33.82,DSCI.txt
GIURES,Giulietta Restaurant,12020,Mussel-Organic PEI / NF,2026-03-14,0996826,5,2.95,14.75,9.70,5.05,34.27,DSCI.txt
HILTON,KWMC Toronto Inc o/a  Hilton Toronto,12020,Mussel-Organic PEI / NF,2026-03-10,0996205,20,2.95,59.00,39.05,19.95,33.82,DSCI.txt
HILTON,KWMC Toronto Inc o/a  Hilton Toronto,12020,Mussel-Organic PEI / NF,2026-03-13,0996671,20,2.95,59.00,38.78,20.22,34.27,DSCI.txt
HILTON,KWMC Toronto Inc o/a  Hilton Toronto,12020,Mussel-Organic PEI / NF,2026-03-14,0996835,30,2.95,88.50,58.17,30.33,34.27,DSCI.txt
IF-DA,Il Fornello - Danforth,12020,Mussel-Organic PEI / NF,2026-03-11,0996478,15,2.95,44.25,29.29,14.96,33.82,DSCI.txt
IF-DA,Il Fornello - Danforth,12020,Mussel-Organic PEI / NF,2026-03-14,0996937,10,2.95,29.50,19.36,10.14,34.39,DSCI.txt
LAIFAI,"Laissez FaireUpstairs, PM After 3pm",12020,Mussel-Organic PEI / NF,2026-03-10,0996258,5,2.95,14.75,9.76,4.99,33.82,DSCI.txt
LESEBI,Le Sélect Bistro,12020,Mussel-Organic PEI / NF,2026-03-10,0996183,25,2.5,62.50,48.81,13.69,21.91,DSCI.txt
LESEBI,Le Sélect Bistro,12020,Mussel-Organic PEI / NF,2026-03-13,0996643,50,2.5,125.00,96.95,28.05,22.44,DSCI.txt
LESEBI,Le Sélect Bistro,12020,Mussel-Organic PEI / NF,2026-03-14,0996821,40,2.5,100.00,77.56,22.44,22.44,DSCI.txt
MELADE,Melrose on Adelaide,12020,Mussel-Organic PEI / NF,2026-03-12,0996529,10,2.95,29.50,19.39,10.11,34.27,DSCI.txt
MERRES,Merlot Restaurant,12020,Mussel-Organic PEI / NF,2026-03-09,0996052,15,2.95,44.25,29.29,14.96,33.82,DSCI.txt
MERRES,Merlot Restaurant,12020,Mussel-Organic PEI / NF,2026-03-14,0996909,15,2.95,44.25,29.03,15.22,34.39,DSCI.txt
MERRES,Merlot Restaurant,12020,Mussel-Organic PEI / NF,2026-03-16,0996960,15,2.95,44.25,29.03,15.22,34.39,DSCI.txt
MORETC,Caffe Moretti - Cartwright,12020,Mussel-Organic PEI / NF,2026-03-10,0996260,5,2.95,14.75,9.76,4.99,33.82,DSCI.txt
MORETT,Moretti Toronto - Pizzeria Moretti,12020,Mussel-Organic PEI / NF,2026-03-09,0996092,5,2.95,14.75,9.76,4.99,33.82,DSCI.txt
O&B-AE,O&B-O/A AERA,12020,Mussel-Organic PEI / NF,2026-03-10,0996213,5,2.65,13.25,9.76,3.49,26.33,DSCI.txt
O&B-AE,O&B-O/A AERA,12020,Mussel-Organic PEI / NF,2026-03-14,0996844,5,2.65,13.25,9.70,3.55,26.83,DSCI.txt
O&B-LP,O&B Well Hospitality Inc- La Plume,12020,Mussel-Organic PEI / NF,2026-03-11,0996339,10,2.65,26.50,19.52,6.98,26.33,DSCI.txt
O&B-LP,O&B Well Hospitality Inc- La Plume,12020,Mussel-Organic PEI / NF,2026-03-14,0996852,5,2.65,13.25,9.70,3.55,26.83,DSCI.txt
O&B-SE,OBR Selby,12020,Mussel-Organic PEI / NF,2026-03-14,0996861,10,2.65,26.50,19.39,7.11,26.83,DSCI.txt
ONE-AZ,One Time Customer AZ,12020,Mussel-Organic PEI / NF,2026-03-09,0996172,5,2.95,14.75,9.76,4.99,33.82,DSCI.txt
ONE-JH,One Time Customer - Jessie,12020,Mussel-Organic PEI / NF,2026-03-13,0996693,2,0,0.00,3.88,-3.88,0.00,DSCI.txt
ONFISI,OneFiveSix,12020,Mussel-Organic PEI / NF,2026-03-14,0996922,10,2.95,29.50,19.36,10.14,34.39,DSCI.txt
OSTGIU,Osteria Giulia,12020,Mussel-Organic PEI / NF,2026-03-10,0996275,5,2.95,14.75,9.76,4.99,33.82,DSCI.txt
OSTGIU,Osteria Giulia,12020,Mussel-Organic PEI / NF,2026-03-11,0996445,5,2.95,14.75,9.76,4.99,33.82,DSCI.txt
PADELL,Padella Italian Eatery,12020,Mussel-Organic PEI / NF,2026-03-14,0996873,2,2.65,5.30,3.88,1.42,26.83,DSCI.txt
PARQUE,Parquet,12020,Mussel-Organic PEI / NF,2026-03-12,0996636,20,2.75,55.00,38.78,16.22,29.49,DSCI.txt
PATRIA,Patria,12020,Mussel-Organic PEI / NF,2026-03-13,0996653,20,2.65,53.00,38.78,14.22,26.83,DSCI.txt
PEADIV,Pearl Diver,12020,Mussel-Organic PEI / NF,2026-03-12,0996603,20,2.95,59.00,38.78,20.22,34.27,DSCI.txt
PEADIV,Pearl Diver,12020,Mussel-Organic PEI / NF,2026-03-13,0996758,20,2.95,59.00,38.78,20.22,34.27,DSCI.txt
PEADIV,Pearl Diver,12020,Mussel-Organic PEI / NF,2026-03-14,0996893,15,2.95,44.25,29.09,15.16,34.27,DSCI.txt
PETPAN,Peter Pan Bistro,12020,Mussel-Organic PEI / NF,2026-03-12,0996496,2,2.95,5.90,3.88,2.02,34.27,DSCI.txt
POMPET,Pompette,12020,Mussel-Organic PEI / NF,2026-03-10,0996326,18,2.95,53.10,35.14,17.96,33.82,DSCI.txt
POMPET,Pompette,12020,Mussel-Organic PEI / NF,2026-03-14,0996838,10,2.95,29.50,19.39,10.11,34.27,DSCI.txt
RISNOT,Ristorante Notte (Amano),12020,Mussel-Organic PEI / NF,2026-03-09,0996067,10,2.95,29.50,19.52,9.98,33.82,DSCI.txt
RISNOT,Ristorante Notte (Amano),12020,Mussel-Organic PEI / NF,2026-03-13,0996736,10,2.95,29.50,19.39,10.11,34.27,DSCI.txt
RODNEY,Rodney's Oyster,12020,Mussel-Organic PEI / NF,2026-03-10,0996306,50,2.75,137.50,97.62,39.88,29.00,DSCI.txt
SAJOTA,Saint John's Tavern,12020,Mussel-Organic PEI / NF,2026-03-11,0996360,8,2.95,23.60,15.62,7.98,33.82,DSCI.txt
SENATO,The Senator Restuarant Limited,12020,Mussel-Organic PEI / NF,2026-03-11,0996477,20,2.95,59.00,39.05,19.95,33.82,DSCI.txt
SERHOU,St Augustine's Seminary of Toronto-Serra,12020,Mussel-Organic PEI / NF,2026-03-11,0996407,20,2.95,59.00,39.05,19.95,33.82,DSCI.txt
SUM-CK,Summerhill Market - CK,12020,Mussel-Organic PEI / NF,2026-03-11,0996463,5,2.95,14.75,9.76,4.99,33.82,DSCI.txt
SUM-CK,Summerhill Market - CK,12020,Mussel-Organic PEI / NF,2026-03-14,0996913,5,2.95,14.75,9.68,5.07,34.39,DSCI.txt
TORMAR,Toronto Marriott City Centre Hotel,12020,Mussel-Organic PEI / NF,2026-03-13,0996714,5,2.95,14.75,9.70,5.05,34.27,DSCI.txt
ALORES,Alo Restaurant - Spadina,12035,Mussel Salt Spring BC,2026-03-09,0996139,10,10.5,105.00,58.20,46.80,44.57,DSCI.txt
ALORES,Alo Restaurant - Spadina,12035,Mussel Salt Spring BC,2026-03-14,0996923,5,10.5,52.50,29.04,23.46,44.68,DSCI.txt
HENRES,Henry's Restaurant & Wine Bar,12035,Mussel Salt Spring BC,2026-03-12,0996503,5,9.5,47.50,29.10,18.40,38.73,DSCI.txt
HONSHI,Hong Shing -Yan Chinese Restaurant,12035,Mussel Salt Spring BC,2026-03-11,0996369,12,9.5,114.00,69.84,44.16,38.73,DSCI.txt
LABANA,2817343 Ontario Inc. / La Banane,12035,Mussel Salt Spring BC,2026-03-11,0996436,10,9.95,99.50,58.20,41.30,41.50,DSCI.txt
LABANA,2817343 Ontario Inc. / La Banane,12035,Mussel Salt Spring BC,2026-03-14,0996900,10,9.95,99.50,58.09,41.41,41.62,DSCI.txt
MARPIZ,Martine's Wine Bar,12035,Mussel Salt Spring BC,2026-03-11,0996470,10,10.5,105.00,58.20,46.80,44.57,DSCI.txt
MARPIZ,Martine's Wine Bar,12035,Mussel Salt Spring BC,2026-03-14,0996882,15,10.5,157.50,87.13,70.37,44.68,DSCI.txt
OMNKIN,The Omni King Edward Hotel,12035,Mussel Salt Spring BC,2026-03-09,0996051,5,10.5,52.50,29.10,23.40,44.57,DSCI.txt
OSTGIU,Osteria Giulia,12035,Mussel Salt Spring BC,2026-03-16,0996959,10,10.5,105.00,57.84,47.16,44.91,DSCI.txt
PARKHA,Park Hyatt Toronto,12035,Mussel Salt Spring BC,2026-03-11,0996473,3,10.5,31.50,17.46,14.04,44.57,DSCI.txt
SAMRES,Sammarco Restaurant Inc.,12035,Mussel Salt Spring BC,2026-03-10,0996199,3,9.5,28.50,17.46,11.04,38.73,DSCI.txt
SAMRES,Sammarco Restaurant Inc.,12035,Mussel Salt Spring BC,2026-03-13,0996738,2,9.5,19.00,11.64,7.36,38.73,DSCI.txt
SAMRES,Sammarco Restaurant Inc.,12035,Mussel Salt Spring BC,2026-03-14,0996912,2,9.5,19.00,11.62,7.38,38.86,DSCI.txt
VIN-YO,Vintage Conservatory - Yorkville,12035,Mussel Salt Spring BC,2026-03-09,0996142,5,10.5,52.50,29.10,23.40,44.57,DSCI.txt
CASPAC,Casa Paco,12040,Mussel -Honey BC,2026-03-14,0996819,10,14.95,149.50,87.21,62.29,41.66,DSCI.txt
CONTRA,Contrada,12040,Mussel -Honey BC,2026-03-12,0996502,5,14.95,74.75,43.61,31.14,41.66,DSCI.txt
DANICO,DaNico Restaurant,12040,Mussel -Honey BC,2026-03-12,0996606,5,12,60.00,43.61,16.39,27.32,DSCI.txt
DANICO,DaNico Restaurant,12040,Mussel -Honey BC,2026-03-14,0996907,3,12,36.00,26.16,9.84,27.32,DSCI.txt
FAVTHA,Favorites Thai BBQ,12040,Mussel -Honey BC,2026-03-10,0996309,10,14.95,149.50,87.21,62.29,41.66,DSCI.txt
ONE,One Restaurant,12040,Mussel -Honey BC,2026-03-14,0996918,1,14.95,14.95,8.72,6.23,41.66,DSCI.txt
DONCAS,Don Alfonso,12060,"Golden Alfonsino Whl NZ,",2026-03-14,0996921,6,16.95,101.70,71.31,30.39,29.88,DSCI.txt
JOSO,Joso's,12060,"Golden Alfonsino Whl NZ,",2026-03-11,0996464,12.7,16.95,215.27,150.76,64.51,29.97,DSCI.txt
LYLATO,Lyla Toronto,12060,"Golden Alfonsino Whl NZ,",2026-03-14,0996942,4,16.95,67.80,47.54,20.26,29.88,DSCI.txt
CURFIS,Curryish,13101,Oyster (PEI Avonlea),2026-03-14,0996932,50,1.2,60.00,40.00,20.00,33.33,DSCI.txt
ATOILO,À toi Lounge,13120,Oyster (PEI Irish Point),2026-03-10,0996207,200,1.2,240.00,184.91,55.09,22.95,DSCI.txt
AUBERG,Auberge Du Pommier Inc.,13120,Oyster (PEI Irish Point),2026-03-14,0996929,200,1.19,238.00,184.53,53.47,22.46,DSCI.txt
AXIEL,Axiel Foods - MCEWAN GROUP,13120,Oyster (PEI Irish Point),2026-03-14,0996927,30,0.95,28.50,27.68,0.82,2.88,DSCI.txt
BIFF,Oliver & Bonacini 33 Yonge Ltd. O/A Biff,13120,Oyster (PEI Irish Point),2026-03-10,0996210,300,0.99,297.00,277.36,19.64,6.61,DSCI.txt
BORRAI,Born & Raised,13120,Oyster (PEI Irish Point),2026-03-12,0996521,600,1.2,720.00,553.60,166.40,23.11,DSCI.txt
BRAGAS,Bramble Gastropub,13120,Oyster (PEI Irish Point),2026-03-16,0997015,100,1.2,120.00,92.27,27.73,23.11,DSCI.txt
CAFREN,Cafe Renee - D1,13120,Oyster (PEI Irish Point),2026-03-11,0996404,100,1.3,130.00,92.45,37.55,28.88,DSCI.txt
CARBAR,Carbon Bar,13120,Oyster (PEI Irish Point),2026-03-11,0996446,100,1.1,110.00,92.45,17.55,15.95,DSCI.txt
CARBAR,Carbon Bar,13120,Oyster (PEI Irish Point),2026-03-14,0996876,100,1.1,110.00,92.27,17.73,16.12,DSCI.txt
CHEHIG,Cherry's High Dive,13120,Oyster (PEI Irish Point),2026-03-16,0996950,100,1.2,120.00,92.27,27.73,23.11,DSCI.txt
DONNAS,Donna's,13120,Oyster (PEI Irish Point),2026-03-14,0996842,100,1.2,120.00,92.27,27.73,23.11,DSCI.txt
ELOISE,Eloise Restaurant,13120,Oyster (PEI Irish Point),2026-03-11,0996371,100,1.3,130.00,92.45,37.55,28.88,DSCI.txt
HARB60,Harbour 60 Toronto,13120,Oyster (PEI Irish Point),2026-03-14,0996832,400,1.2,480.00,369.07,110.93,23.11,DSCI.txt
HARB60,Harbour 60 Toronto,13120,Oyster (PEI Irish Point),2026-03-16,0997034,200,1.2,240.00,184.53,55.47,23.11,DSCI.txt
HILTON,KWMC Toronto Inc o/a  Hilton Toronto,13120,Oyster (PEI Irish Point),2026-03-12,0996500,50,1.3,65.00,46.13,18.87,29.03,DSCI.txt
JSOH-B,John & Sons Oyster House-Temperance-D,13120,Oyster (PEI Irish Point),2026-03-09,0996131,100,1.2,120.00,92.45,27.55,22.95,DSCI.txt
JSOH-B,John & Sons Oyster House-Temperance-D,13120,Oyster (PEI Irish Point),2026-03-12,0996638,200,1.2,240.00,184.53,55.47,23.11,DSCI.txt
MOKUTA,Mokutan,13120,Oyster (PEI Irish Point),2026-03-14,0996879,200,1.3,260.00,184.53,75.47,29.03,DSCI.txt
O&B-DO,O&B WELL HOSPITALITY INC.-The Dorset,13120,Oyster (PEI Irish Point),2026-03-10,0996203,100,1.19,119.00,92.45,26.55,22.31,DSCI.txt
ONE-AZ,One Time Customer AZ,13120,Oyster (PEI Irish Point),2026-03-09,0996172,24,1.2,28.80,22.19,6.61,22.95,DSCI.txt
PEADIV,Pearl Diver,13120,Oyster (PEI Irish Point),2026-03-12,0996621,200,1.3,260.00,184.53,75.47,29.03,DSCI.txt
PHEBE,Phebe's Zee Grill,13120,Oyster (PEI Irish Point),2026-03-10,0996314,100,1.1,110.00,92.45,17.55,15.95,DSCI.txt
SAJOTA,Saint John's Tavern,13120,Oyster (PEI Irish Point),2026-03-11,0996360,100,1.3,130.00,92.45,37.55,28.88,DSCI.txt
SAJOTA,Saint John's Tavern,13120,Oyster (PEI Irish Point),2026-03-12,0996493,100,1.3,130.00,92.27,37.73,29.03,DSCI.txt
SASFRA,Sassafraz,13120,Oyster (PEI Irish Point),2026-03-16,0996999,50,1.3,65.00,46.13,18.87,29.03,DSCI.txt
AXIELR,Axiel Foods - Retail Web,13150,Oyster (PEI Lucky Lime),2026-03-14,0996944,12,1.81,21.68,14.04,7.64,35.24,DSCI.txt
ABRIEL,Abrielle,13152,Oyster (PEI Malp Sm Choice),2026-03-09,0996127,100,0.99,99.00,59.00,40.00,40.40,DSCI.txt
ABRIEL,Abrielle,13152,Oyster (PEI Malp Sm Choice),2026-03-11,0996374,100,0.99,99.00,59.00,40.00,40.40,DSCI.txt
ABRIEL,Abrielle,13152,Oyster (PEI Malp Sm Choice),2026-03-13,0996666,100,0.99,99.00,59.00,40.00,40.40,DSCI.txt
ALOETT,Aloette Restaurant - Spadina,13152,Oyster (PEI Malp Sm Choice),2026-03-09,0996152,100,0.99,99.00,59.00,40.00,40.40,DSCI.txt
ALOETT,Aloette Restaurant - Spadina,13152,Oyster (PEI Malp Sm Choice),2026-03-13,0996703,100,0.99,99.00,59.00,40.00,40.40,DSCI.txt
BARNEO,1000503107 Ontario Inc./Bar Neon,13152,Oyster (PEI Malp Sm Choice),2026-03-09,0996074,200,0.99,198.00,118.00,80.00,40.40,DSCI.txt
FALFEA,Fallen Feather,13152,Oyster (PEI Malp Sm Choice),2026-03-11,0996367,200,0.99,198.00,118.00,80.00,40.40,DSCI.txt
HILTON,KWMC Toronto Inc o/a  Hilton Toronto,13152,Oyster (PEI Malp Sm Choice),2026-03-10,0996205,50,0.99,49.50,29.50,20.00,40.40,DSCI.txt
HILTON,KWMC Toronto Inc o/a  Hilton Toronto,13152,Oyster (PEI Malp Sm Choice),2026-03-16,0996947,50,0.99,49.50,29.50,20.00,40.40,DSCI.txt
MELADE,Melrose on Adelaide,13152,Oyster (PEI Malp Sm Choice),2026-03-09,0996164,200,0.79,158.00,118.00,40.00,25.32,DSCI.txt
NGOGO,NGOGO,13152,Oyster (PEI Malp Sm Choice),2026-03-10,0996208,100,0.99,99.00,59.00,40.00,40.40,DSCI.txt
WATSON,Watson's,13152,Oyster (PEI Malp Sm Choice),2026-03-09,0996163,200,0.99,198.00,118.00,80.00,40.40,DSCI.txt
AXIELR,Axiel Foods - Retail Web,13153,Oyster (PEI Island Pearl Med),2026-03-14,0996944,12,1.41,16.96,11.86,5.10,30.07,DSCI.txt
AXIELR,Axiel Foods - Retail Web,13153,Oyster (PEI Island Pearl Med),2026-03-14,0996944,36,0.93,33.48,35.58,-2.10,-6.28,DSCI.txt
AXIELR,Axiel Foods - Retail Web,13153,Oyster (PEI Island Pearl Med),2026-03-14,0996944,36,1.34,48.36,35.58,12.78,26.42,DSCI.txt
AXIELR,Axiel Foods - Retail Web,13153,Oyster (PEI Island Pearl Med),2026-03-14,0996944,100,1.3,130.20,98.84,31.36,24.09,DSCI.txt
